"1333675673320378370","claudelongchamp","#Ständemehr 
Kein Unikum. @RenatKuenzi gibt eine Übersicht über die Diskussion zum Ständemehr. 
(Der angekündigte Titel im Tweet bleibt irreführend. Der Artikel ist aber gut.)
https://t.co/a82iWA5k8J
@swissinfo_de"
"1333674071242969088","wanner_fabio","Der einzig demokratische Weg, das #ständemehr zu verändern geht....über das Ständemehr. Alles andere wäre antidemokratisch und verfassungsfeindlich.

Und das ist keine Meinung, sondern einfach Fakt. Also wenn ihr Änderungen wollt, dann macht den Kantonen ein sehr gutes Angebot."
"1333673848387088384","danbeo15","@redder66 bin übrigens überzeugt, dass dies ein Ansatz ist, das heutige Ständemehr zu ändern..... Beispielsweise indem man den Sprachregionen bezüglich Standesstimmen gleich gewichtet."
"1333673845451055104","Rennanwalt","@Janeiaberau Also die Frage, ob das Ständemehr eine so tragende Säule der BV ist, dass dessen Abschaffung einer Totalrevision gleichkäme? Müsste man dann die andere Säule ""Zweikammerparlament"" resp. ""Ständerat"" auch dranhängen? Durchaus spannend..."
"1333673190967697408","redder66","@danbeo15 Ja, das mit den Sprachminderheiten war mir nicht so bewusst. Hab ich heute darüber gelesen. Die Romands werden regelmässig vom Ständemehr gef***t."
"1333673135971987456","EggerJenzer","RT @rfrbrghs: Das #Ständemehr vereinigt zwei Prinzipien: Demokratie und Föderalismus. Zum 10. Mal in der Bundesstaatsgeschichte kollidierte…"
"1333672025555079168","OpLiberoPlus","@nchtsplr1291 @meyer_mattea @spschweiz Genau! Das Ständemehr ist ihnrn ein Dorn im Auge, und deshalb möchten sie in die EU, in der nicht die Mehrheit der Staaten (die Menschen werden ja schon gar nicht gefragt 🤔) etwas blockieren können - sondern ein einzelner Staat ein Geschäft verhinden kann!

Demokratie pur 🤪"
"1333671999332343808","Rennanwalt","RT @UlrichEGut: @Rennanwalt https://t.co/eNBH5Jh02c"
"1333671606800048130","UlrichEGut","@Rennanwalt https://t.co/eNBH5Jh02c"
"1333671479037353985","Amnesty_Schweiz","""Die Schweizer Zivilgesellschaft ist wach. Sie fordert ethisches, verantwortungs­volles Handeln, gerade auch von den grossen wirtschaftlichen Playern. ...Es ist ein gesellschaftlicher Werte­wandel im Gange."" #kvi #Schweiz #Staendemehr https://t.co/C3nmLH7SbQ"
