Id,Label,Date,Image,followers_count,friends_count
1013596464,mi_chriwy,Sat Dec 15 17:21:19 +0000 2012,https://pbs.twimg.com/profile_images/1218901413943742465/MhD2y08-_normal.jpg,0,4
1035070134975647745,WohlgensingerN,Thu Aug 30 07:42:05 +0000 2018,https://pbs.twimg.com/profile_images/1204880661284315137/0y3oSKpM_normal.jpg,814,412
1082650726617239552,MFrauchigerSVP,Tue Jan 08 14:50:22 +0000 2019,https://pbs.twimg.com/profile_images/1326619956809756674/T2GLn_il_normal.jpg,1199,868
1122183858244419584,ZStadtfux,Sat Apr 27 17:00:55 +0000 2019,https://pbs.twimg.com/profile_images/1322683801420574720/u3y6jxwY_normal.jpg,910,415
1146782084717076480,zeidgenosse,Thu Jul 04 14:05:29 +0000 2019,https://pbs.twimg.com/profile_images/1247371958703935489/sO4iGDlc_normal.jpg,343,433
1202524749911527425,KamasaJulian,Thu Dec 05 09:47:04 +0000 2019,https://pbs.twimg.com/profile_images/1202525127281430529/JUJv-Yd7_normal.jpg,171,495
1203761528090103810,phil_rys,Sun Dec 08 19:41:38 +0000 2019,https://pbs.twimg.com/profile_images/1325737711278444544/US9-lvkK_normal.jpg,50,344
1277220496694747136,russo_lf,Sun Jun 28 12:41:17 +0000 2020,https://pbs.twimg.com/profile_images/1277220694926000128/-ZMgmWT1_normal.jpg,194,188
1637562732,rfrbrghs,Thu Aug 01 09:42:46 +0000 2013,https://pbs.twimg.com/profile_images/1124584734896607233/rHGg1fJo_normal.jpg,1315,971
204913392,ogimichael,Tue Oct 19 18:57:38 +0000 2010,https://pbs.twimg.com/profile_images/1254161307475083265/E83HspLb_normal.jpg,480,999
223794936,UlrichEGut,Tue Dec 07 10:29:23 +0000 2010,https://pbs.twimg.com/profile_images/1185835490211176448/SUXzrAYU_normal.jpg,2693,5002
2270536758,julianmarbach,Tue Dec 31 16:02:14 +0000 2013,https://pbs.twimg.com/profile_images/913127150752030725/W0k-1O5d_normal.jpg,169,344
245458261,AndiWeibel,Mon Jan 31 18:59:39 +0000 2011,https://pbs.twimg.com/profile_images/774706760854700032/MWo0itXR_normal.jpg,683,647
3091411205,il_lu_mi_na_ti,Fri Mar 13 18:56:37 +0000 2015,https://pbs.twimg.com/profile_images/1333311993428783105/wnxLtbft_normal.jpg,80,159
313300303,Vingelot,Wed Jun 08 13:03:46 +0000 2011,https://pbs.twimg.com/profile_images/1270638039610597377/TwTC2eYn_normal.jpg,186,439
3356449019,sarah_gabi_,Fri Jul 03 08:13:31 +0000 2015,https://pbs.twimg.com/profile_images/1266493280004583424/udg7qULZ_normal.jpg,1026,399
336172606,daniel_maag,Fri Jul 15 21:19:32 +0000 2011,https://pbs.twimg.com/profile_images/2566004106/cqe5wiguet6vsoo9obfp_normal.jpeg,82,295
4910052503,arnold_tobi,Sun Feb 14 19:13:57 +0000 2016,https://pbs.twimg.com/profile_images/879797135834787840/fC_ANLTU_normal.jpg,93,156
516305074,claudelongchamp,Tue Mar 06 07:47:00 +0000 2012,https://pbs.twimg.com/profile_images/946294573466357760/_emcbCz7_normal.jpg,26920,6163
61778274,derrotedoktor,Fri Jul 31 14:08:42 +0000 2009,https://pbs.twimg.com/profile_images/1326574350586273794/8M1zUBJK_normal.jpg,382,361
630653641,DailyTalk,Mon Jul 09 00:42:50 +0000 2012,https://pbs.twimg.com/profile_images/1320409961097236486/5XwHxOyv_normal.jpg,617,43
707135133183307776,PeterGehler,Tue Mar 08 09:25:28 +0000 2016,https://pbs.twimg.com/profile_images/707135732557684737/ux5KFUnz_normal.jpg,596,703
734668928526524417,fabiangrepper,Mon May 23 08:54:56 +0000 2016,https://pbs.twimg.com/profile_images/1225817669426929664/g9b1JrWd_normal.jpg,380,732
859732412204449792,ivo_fa,Wed May 03 11:32:34 +0000 2017,https://pbs.twimg.com/profile_images/1312997677974663168/qtnUuWCv_normal.jpg,61,223
882186210277502976,mic_kue,Tue Jul 04 10:35:57 +0000 2017,https://pbs.twimg.com/profile_images/985930178999259137/tzNHcXMd_normal.jpg,530,814
902853449246793728,FurbieMiller,Wed Aug 30 11:20:11 +0000 2017,https://pbs.twimg.com/profile_images/1068901272231776257/KgozHdDw_normal.jpg,250,659
917466885515628544,LeandraColumb,Mon Oct 09 19:08:46 +0000 2017,https://pbs.twimg.com/profile_images/1084864480314642432/NIA7i55z_normal.jpg,550,354
921764366697091072,manuelgranwehr,Sat Oct 21 15:45:25 +0000 2017,https://pbs.twimg.com/profile_images/1311193820869124096/HI54xba6_normal.jpg,5,95
940281482228174848,ineichen_jonas,Mon Dec 11 18:05:49 +0000 2017,https://pbs.twimg.com/profile_images/1142555722191970304/mo9GkrHS_normal.jpg,519,867
941079086486687744,michellemming,Wed Dec 13 22:55:13 +0000 2017,https://pbs.twimg.com/profile_images/1313097808069767169/hLg1b5yH_normal.jpg,607,992
613430697,NicErzer,Wed Jun 20 11:09:46 +0000 2012,https://pbs.twimg.com/profile_images/632487753666723841/GxbVg5lN_normal.png,614,599
4195418153,A_geitchlyufe,Sun Nov 15 17:08:48 +0000 2015,https://pbs.twimg.com/profile_images/1318136712388816899/U-Braft8_normal.jpg,937,1012
3307127219,l_calendo,,,,
2973102701,benjigautschi,Sun Jan 11 14:10:23 +0000 2015,https://pbs.twimg.com/profile_images/1206601155079540736/eI600hh3_normal.jpg,855,1394
967838921018302470,manpfi,Sun Feb 25 19:09:15 +0000 2018,https://pbs.twimg.com/profile_images/1333748188969365506/gw_Hv7p2_normal.jpg,9,38
1425976159,AlainS1991,Mon May 13 17:26:11 +0000 2013,https://pbs.twimg.com/profile_images/1282996200187338752/wBpzxoRO_normal.jpg,2726,1702
527477406,Basstian_Bass,Sat Mar 17 13:54:07 +0000 2012,https://pbs.twimg.com/profile_images/1903448288/Lennox_Web_103_normal.jpg,142,437
750409733136379904,RonjaJansen,,,,
19853881,frontsight,Sun Feb 01 11:13:25 +0000 2009,https://pbs.twimg.com/profile_images/1792517941/Foto_Fred_David_normal.JPG,1353,86
142743637,Chrigu_,Tue May 11 16:59:39 +0000 2010,https://pbs.twimg.com/profile_images/1255527688800022532/VsOkhOGC_normal.jpg,315,734
