id	parlamentarier_id	stichdatum	in_liste	verguetung_transparent	freigabe_datum	parlamentarier_name	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache
438	248	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Portmann, Hans-Peter"	"NR"	"ZH"	"FDP"	"RL"	"APK-NR, EFTA/EU"	2014-05-07		"M"	1963-02-22	4141	3043	"de"	"de"
183	248	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Portmann, Hans-Peter"	"NR"	"ZH"	"FDP"	"RL"	"APK-NR, EFTA/EU"	2014-05-07		"M"	1963-02-22	4141	3043	"de"	"de"
1163	411	2020-12-31	1	"ja"	2020-01-16T12:36:54	"Prelicz-Huber, Katharina"	"NR"	"ZH"	"GPS"	"G"	"GPK-NR, SGK-NR"	2008-09-15		"F"	1959-10-12	3999	2732	"de"	"de"
917	411	2020-01-30	1	"ja"	2020-01-16T12:36:54	"Prelicz-Huber, Katharina"	"NR"	"ZH"	"GPS"	"G"	"GPK-NR, SGK-NR"	2008-09-15		"F"	1959-10-12	3999	2732	"de"	"de"
685	170	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Quadri, Lorenzo"	"NR"	"TI"	"Lega"	"V"	"Del I-V, KVF-NR, RedK-V"	2011-05-30		"M"	1974-11-05	4046	2752	"it"	"de"
440	170	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Quadri, Lorenzo"	"NR"	"TI"	"Lega"	"V"	"Del I-V, KVF-NR, RedK-V"	2011-05-30		"M"	1974-11-05	4046	2752	"it"	"de"
185	170	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Quadri, Lorenzo"	"NR"	"TI"	"Lega"	"V"	"Del I-V, KVF-NR, RedK-V"	2011-05-30		"M"	1974-11-05	4046	2752	"it"	"de"
686	36	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Rechsteiner, Paul"	"SR"	"SG"	"SP"	"S"	"Del A-V, Del FL-V, KVF-SR, SGK-SR, WAK-SR"	1986-06-02		"M"	1952-08-26	172	2143	"de"	"de"
441	36	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Rechsteiner, Paul"	"SR"	"SG"	"SP"	"S"	"Del A-V, Del FL-V, KVF-SR, SGK-SR, WAK-SR"	1986-06-02		"M"	1952-08-26	172	2143	"de"	"de"
186	36	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Rechsteiner, Paul"	"SR"	"SG"	"SP"	"S"	"Del A-V, Del FL-V, KVF-SR, SGK-SR, WAK-SR"	1986-06-02		"M"	1952-08-26	172	2143	"de"	"de"
687	171	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Regazzi, Fabio"	"NR"	"TI"	"CVP"	"M-CEB"	"WAK-NR"	2011-12-05		"M"	1962-06-22	4072	2776	"it"	"de"
442	171	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Regazzi, Fabio"	"NR"	"TI"	"CVP"	"M-CEB"	"WAK-NR"	2011-12-05		"M"	1962-06-22	4072	2776	"it"	"de"
187	171	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Regazzi, Fabio"	"NR"	"TI"	"CVP"	"M-CEB"	"WAK-NR"	2011-12-05		"M"	1962-06-22	4072	2776	"it"	"de"
688	172	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Reimann, Lukas"	"NR"	"SG"	"SVP"	"V"	"Del A-V, RK-NR"	2007-12-03		"M"	1982-09-18	3901	2704	"de"	"de"
443	172	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Reimann, Lukas"	"NR"	"SG"	"SVP"	"V"	"Del A-V, RK-NR"	2007-12-03		"M"	1982-09-18	3901	2704	"de"	"de"
188	172	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Reimann, Lukas"	"NR"	"SG"	"SVP"	"V"	"Del A-V, RK-NR"	2007-12-03		"M"	1982-09-18	3901	2704	"de"	"de"
690	174	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Reynard, Mathias"	"NR"	"VS"	"SP"	"S"	"APF-V, WBK-NR"	2011-12-05		"M"	1987-09-07	4091	2795	"fr"	"fr"
445	174	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Reynard, Mathias"	"NR"	"VS"	"SP"	"S"	"APF-V, WBK-NR"	2011-12-05		"M"	1987-09-07	4091	2795	"fr"	"fr"
190	174	2017-05-27	1	"ja"	2019-12-24T16:13:39	"Reynard, Mathias"	"NR"	"VS"	"SP"	"S"	"APF-V, WBK-NR"	2011-12-05		"M"	1987-09-07	4091	2795	"fr"	"fr"
691	319	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Rieder, Beat"	"SR"	"VS"	"CVP"	"M-CEB"	"APK-SR, FK-SR, GK-V, RK-SR, UREK-SR"	2015-11-30		"M"	1963-02-12	4204	3105	"de"	"de"
447	319	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Rieder, Beat"	"SR"	"VS"	"CVP"	"M-CEB"	"APK-SR, FK-SR, GK-V, RK-SR, UREK-SR"	2015-11-30		"M"	1963-02-12	4204	3105	"de"	"de"
192	319	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Rieder, Beat"	"SR"	"VS"	"CVP"	"M-CEB"	"APK-SR, FK-SR, GK-V, RK-SR, UREK-SR"	2015-11-30		"M"	1963-02-12	4204	3105	"de"	"de"
694	178	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Ritter, Markus"	"NR"	"SG"	"CVP"	"M-CEB"	"WAK-NR"	2011-12-05		"M"	1967-04-19	4052	2754	"de"	"de"
450	178	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Ritter, Markus"	"NR"	"SG"	"CVP"	"M-CEB"	"WAK-NR"	2011-12-05		"M"	1967-04-19	4052	2754	"de"	"de"
195	178	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Ritter, Markus"	"NR"	"SG"	"CVP"	"M-CEB"	"WAK-NR"	2011-12-05		"M"	1967-04-19	4052	2754	"de"	"de"
696	331	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Roduit, Benjamin"	"NR"	"VS"	"CVP"	"M-CEB"	"Bü-NR, Del F-V, RedK-V, SGK-NR"	2018-02-26		"M"	1962-11-22	4220	3121	"fr"	"fr"
451	331	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Roduit, Benjamin"	"NR"	"VS"	"CVP"	"M-CEB"	"Bü-NR, Del F-V, RedK-V, SGK-NR"	2018-02-26		"M"	1962-11-22	4220	3121	"fr"	"fr"
697	179	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Romano, Marco"	"NR"	"TI"	"CVP"	"M-CEB"	"Bü-NR, Del I-V, KVF-NR, RedK-V, SPK-NR"	2011-12-05		"M"	1982-11-06	4120	3025	"it"	"de"
452	179	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Romano, Marco"	"NR"	"TI"	"CVP"	"M-CEB"	"Bü-NR, Del I-V, KVF-NR, RedK-V, SPK-NR"	2011-12-05		"M"	1982-11-06	4120	3025	"it"	"de"
196	179	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Romano, Marco"	"NR"	"TI"	"CVP"	"M-CEB"	"Bü-NR, Del I-V, KVF-NR, RedK-V, SPK-NR"	2011-12-05		"M"	1982-11-06	4120	3025	"it"	"de"
698	180	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Rösti, Albert"	"NR"	"BE"	"SVP"	"V"	"Del D-V, IK-NR, SGK-NR, UREK-NR"	2011-12-05		"M"	1967-08-07	4100	3010	"de"	"de"
453	180	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Rösti, Albert"	"NR"	"BE"	"SVP"	"V"	"Del D-V, IK-NR, SGK-NR, UREK-NR"	2011-12-05		"M"	1967-08-07	4100	3010	"de"	"de"
197	180	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Rösti, Albert"	"NR"	"BE"	"SVP"	"V"	"Del D-V, IK-NR, SGK-NR, UREK-NR"	2011-12-05		"M"	1967-08-07	4100	3010	"de"	"de"
699	300	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Ruppen, Franz"	"NR"	"VS"	"SVP"	"V"	"UREK-NR"	2015-11-30		"M"	1971-02-24	4170	3091	"de"	"de"
455	300	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Ruppen, Franz"	"NR"	"VS"	"SVP"	"V"	"UREK-NR"	2015-11-30		"M"	1971-02-24	4170	3091	"de"	"de"
199	300	2017-05-27	1	"ja"	2019-12-24T16:13:39	"Ruppen, Franz"	"NR"	"VS"	"SVP"	"V"	"UREK-NR"	2015-11-30		"M"	1971-02-24	4170	3091	"de"	"de"
700	182	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Rutz, Gregor"	"NR"	"ZH"	"SVP"	"V"	"KVF-NR, SPK-NR"	2012-11-26		"M"	1972-10-12	4125	3030	"de"	"de"
456	182	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Rutz, Gregor"	"NR"	"ZH"	"SVP"	"V"	"KVF-NR, SPK-NR"	2012-11-26		"M"	1972-10-12	4125	3030	"de"	"de"
200	182	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Rutz, Gregor"	"NR"	"ZH"	"SVP"	"V"	"KVF-NR, SPK-NR"	2012-11-26		"M"	1972-10-12	4125	3030	"de"	"de"
701	183	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Rytz, Regula"	"NR"	"BE"	"GPS"	"G"	"Del A-V, WAK-NR"	2011-12-05		"F"	1962-03-02	4095	3000	"de"	"de"
457	183	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Rytz, Regula"	"NR"	"BE"	"GPS"	"G"	"Del A-V, WAK-NR"	2011-12-05		"F"	1962-03-02	4095	3000	"de"	"de"
201	183	2017-05-27	1	"ja"	2019-12-24T16:13:39	"Rytz, Regula"	"NR"	"BE"	"GPS"	"G"	"Del A-V, WAK-NR"	2011-12-05		"F"	1962-03-02	4095	3000	"de"	"de"
702	301	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Salzmann, Werner"	"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"
458	301	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Salzmann, Werner"	"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"
202	301	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Salzmann, Werner"	"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"
703	302	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Sauter, Regine"	"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"
459	302	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Sauter, Regine"	"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"
203	302	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Sauter, Regine"	"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"
706	185	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Schilliger, Peter"	"NR"	"LU"	"FDP"	"RL"	"FK-NR"	2012-09-10		"M"	1959-06-01	4124	3029	"de"	"de"
462	185	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Schilliger, Peter"	"NR"	"LU"	"FDP"	"RL"	"FK-NR"	2012-09-10		"M"	1959-06-01	4124	3029	"de"	"de"
207	185	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Schilliger, Peter"	"NR"	"LU"	"FDP"	"RL"	"FK-NR"	2012-09-10		"M"	1959-06-01	4124	3029	"de"	"de"
707	344	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Schläpfer, Therese"	"NR"	"ZH"	"SVP"	"V"	"SGK-NR"	2019-06-03		"F"	1959-04-14	4234	3135	"de"	"de"
1191	349	2020-12-31	1	"ja"	2020-01-16T12:13:54	"Schlatter, Marionna"	"NR"	"ZH"	"GPS"	"G"	"KVF-NR, SiK-NR"	2019-12-01		"F"	1980-11-14	4288	3180	"de"	"de"
945	349	2020-01-30	1	"ja"	2020-01-16T12:13:54	"Schlatter, Marionna"	"NR"	"ZH"	"GPS"	"G"	"KVF-NR, SiK-NR"	2019-12-01		"F"	1980-11-14	4288	3180	"de"	"de"
708	242	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Schmid, Martin"	"SR"	"GR"	"FDP"	"RL"	"BeK-V, Del A-V, RK-SR, UREK-SR, WAK-SR"	2011-12-05		"M"	1969-05-24	4078	2783	"de"	"de"
463	242	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Schmid, Martin"	"SR"	"GR"	"FDP"	"RL"	"BeK-V, Del A-V, RK-SR, UREK-SR, WAK-SR"	2011-12-05		"M"	1969-05-24	4078	2783	"de"	"de"
208	242	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Schmid, Martin"	"SR"	"GR"	"FDP"	"RL"	"BeK-V, Del A-V, RK-SR, UREK-SR, WAK-SR"	2011-12-05		"M"	1969-05-24	4078	2783	"de"	"de"
709	21	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Schneeberger, Daniela"	"NR"	"BL"	"FDP"	"RL"	"Del A-V, RK-NR, WAK-NR"	2011-12-05		"F"	1967-09-19	4060	2766	"de"	"de"
464	21	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Schneeberger, Daniela"	"NR"	"BL"	"FDP"	"RL"	"Del A-V, RK-NR, WAK-NR"	2011-12-05		"F"	1967-09-19	4060	2766	"de"	"de"
211	21	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Schneeberger, Daniela"	"NR"	"BL"	"FDP"	"RL"	"Del A-V, RK-NR, WAK-NR"	2011-12-05		"F"	1967-09-19	4060	2766	"de"	"de"
710	187	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Schneider Schüttel, Ursula"	"NR"	"FR"	"SP"	"S"	"FinDel-V, FK-NR, GK-V, RK-NR"	2012-05-29		"F"	1961-11-26	4123	3028	"de"	"de"
465	187	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Schneider Schüttel, Ursula"	"NR"	"FR"	"SP"	"S"	"FinDel-V, FK-NR, GK-V, RK-NR"	2012-05-29		"F"	1961-11-26	4123	3028	"de"	"de"
212	187	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Schneider Schüttel, Ursula"	"NR"	"FR"	"SP"	"S"	"FinDel-V, FK-NR, GK-V, RK-NR"	2012-05-29		"F"	1961-11-26	4123	3028	"de"	"de"
711	188	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Schneider-Schneiter, Elisabeth"	"NR"	"BL"	"CVP"	"M-CEB"	"APK-NR, APK-NS 20-30, EFTA/EU"	2010-11-29		"F"	1964-02-19	4040	2748	"de"	"de"
466	188	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Schneider-Schneiter, Elisabeth"	"NR"	"BL"	"CVP"	"M-CEB"	"APK-NR, APK-NS 20-30, EFTA/EU"	2010-11-29		"F"	1964-02-19	4040	2748	"de"	"de"
213	188	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Schneider-Schneiter, Elisabeth"	"NR"	"BL"	"CVP"	"M-CEB"	"APK-NR, APK-NS 20-30, EFTA/EU"	2010-11-29		"F"	1964-02-19	4040	2748	"de"	"de"
712	190	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Schwander, Pirmin"	"NR"	"SZ"	"SVP"	"V"	"FinDel-V, FK-NR, GK-V, IK-NR, RK-NR"	2003-12-01		"M"	1961-12-28	1159	2631	"de"	"de"
467	190	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Schwander, Pirmin"	"NR"	"SZ"	"SVP"	"V"	"FinDel-V, FK-NR, GK-V, IK-NR, RK-NR"	2003-12-01		"M"	1961-12-28	1159	2631	"de"	"de"
215	190	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Schwander, Pirmin"	"NR"	"SZ"	"SVP"	"V"	"FinDel-V, FK-NR, GK-V, IK-NR, RK-NR"	2003-12-01		"M"	1961-12-28	1159	2631	"de"	"de"
713	304	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Seiler Graf, Priska"	"NR"	"ZH"	"SP"	"S"	"GPK-NR, SiK-NR"	2015-11-30		"F"	1968-08-29	4199	3094	"de"	"de"
468	304	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Seiler Graf, Priska"	"NR"	"ZH"	"SP"	"S"	"GPK-NR, SiK-NR"	2015-11-30		"F"	1968-08-29	4199	3094	"de"	"de"
216	304	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Seiler Graf, Priska"	"NR"	"ZH"	"SP"	"S"	"GPK-NR, SiK-NR"	2015-11-30		"F"	1968-08-29	4199	3094	"de"	"de"
716	256	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Siegenthaler, Heinz"	"NR"	"BE"	"BDP"	"M-CEB"	"FK-NR"	2014-11-24		"M"	1955-10-11	4146	3048	"de"	"de"
471	256	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Siegenthaler, Heinz"	"NR"	"BE"	"BDP"	"M-CEB"	"FK-NR"	2014-11-24		"M"	1955-10-11	4146	3048	"de"	"de"
219	256	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Siegenthaler, Heinz"	"NR"	"BE"	"BDP"	"M-CEB"	"FK-NR"	2014-11-24		"M"	1955-10-11	4146	3048	"de"	"de"
717	305	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Sollberger, Sandra"	"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"
472	305	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Sollberger, Sandra"	"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"
220	305	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Sollberger, Sandra"	"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"
473	192	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Sommaruga, Carlo"	"SR"	"GE"	"SP"	"S"	"APF-V, APK-SR, BeK-V, Del F-V, EFTA/EU, GPK-SR, RK-SR"	2003-12-01		"M"	1959-07-08	1120	2632	"fr"	"fr"
221	192	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Sommaruga, Carlo"	"SR"	"GE"	"SP"	"S"	"APF-V, APK-SR, BeK-V, Del F-V, EFTA/EU, GPK-SR, RK-SR"	2003-12-01		"M"	1959-07-08	1120	2632	"fr"	"fr"
720	306	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Steinemann, Barbara"	"NR"	"ZH"	"SVP"	"V"	"RK-NR, SPK-NR"	2015-11-30		"F"	1976-06-18	4174	3096	"de"	"de"
476	306	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Steinemann, Barbara"	"NR"	"ZH"	"SVP"	"V"	"RK-NR, SPK-NR"	2015-11-30		"F"	1976-06-18	4174	3096	"de"	"de"
224	306	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Steinemann, Barbara"	"NR"	"ZH"	"SVP"	"V"	"RK-NR, SPK-NR"	2015-11-30		"F"	1976-06-18	4174	3096	"de"	"de"
721	38	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Stöckli, Hans"	"SR"	"BE"	"SP"	"S"	"Bü-VBV-V, GK-V, GPK-SR, SGK-SR, SPK-SR"	2004-09-20		"M"	1952-04-12	1267	2647	"de"	"de"
477	38	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Stöckli, Hans"	"SR"	"BE"	"SP"	"S"	"Bü-VBV-V, GK-V, GPK-SR, SGK-SR, SPK-SR"	2004-09-20		"M"	1952-04-12	1267	2647	"de"	"de"
225	38	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Stöckli, Hans"	"SR"	"BE"	"SP"	"S"	"Bü-VBV-V, GK-V, GPK-SR, SGK-SR, SPK-SR"	2004-09-20		"M"	1952-04-12	1267	2647	"de"	"de"
722	195	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Streiff-Feller, Marianne"	"NR"	"BE"	"EVP"	"M-CEB"	"GPK-NR, SPK-NR"	2010-09-13		"F"	1957-08-17	4036	2747	"de"	"de"
478	195	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Streiff-Feller, Marianne"	"NR"	"BE"	"EVP"	"M-CEB"	"GPK-NR, SPK-NR"	2010-09-13		"F"	1957-08-17	4036	2747	"de"	"de"
226	195	2017-05-27	1	"ja"	2019-12-24T16:13:39	"Streiff-Feller, Marianne"	"NR"	"BE"	"EVP"	"M-CEB"	"GPK-NR, SPK-NR"	2010-09-13		"F"	1957-08-17	4036	2747	"de"	"de"
723	196	2019-09-23	1	"teilweise"	2019-12-24T16:11:58	"Thorens Goumaz, Adèle"	"SR"	"VD"	"GPS"	"G"	"FK-SR, UREK-SR, WAK-SR"	2007-12-03		"F"	1971-12-15	3907	2710	"fr"	"fr"
479	196	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Thorens Goumaz, Adèle"	"SR"	"VD"	"GPS"	"G"	"FK-SR, UREK-SR, WAK-SR"	2007-12-03		"F"	1971-12-15	3907	2710	"fr"	"fr"
227	196	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Thorens Goumaz, Adèle"	"SR"	"VD"	"GPS"	"G"	"FK-SR, UREK-SR, WAK-SR"	2007-12-03		"F"	1971-12-15	3907	2710	"fr"	"fr"
724	334	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Töngi, Michael"	"NR"	"LU"	"GPS"	"G"	"GPK-NR, KVF-NR"	2018-03-12		"M"	1967-03-16	4221	3122	"de"	"de"
480	334	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Töngi, Michael"	"NR"	"LU"	"GPS"	"G"	"GPK-NR, KVF-NR"	2018-03-12		"M"	1967-03-16	4221	3122	"de"	"de"
726	198	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Trede, Aline"	"NR"	"BE"	"GPS"	"G"	"Bü-NR, Del D-V, IK-NR, KVF-NR"	2013-03-04		"F"	1983-08-26	4128	3032	"de"	"de"
482	198	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Trede, Aline"	"NR"	"BE"	"GPS"	"G"	"Bü-NR, Del D-V, IK-NR, KVF-NR"	2013-03-04		"F"	1983-08-26	4128	3032	"de"	"de"
229	198	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Trede, Aline"	"NR"	"BE"	"GPS"	"G"	"Bü-NR, Del D-V, IK-NR, KVF-NR"	2013-03-04		"F"	1983-08-26	4128	3032	"de"	"de"
727	307	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Tuena, Mauro"	"NR"	"ZH"	"SVP"	"V"	"IK-NR, NATO-V, RK-NR, SiK-NR"	2015-11-30		"M"	1972-01-25	4175	3097	"de"	"de"
483	307	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Tuena, Mauro"	"NR"	"ZH"	"SVP"	"V"	"IK-NR, NATO-V, RK-NR, SiK-NR"	2015-11-30		"M"	1972-01-25	4175	3097	"de"	"de"
231	307	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Tuena, Mauro"	"NR"	"ZH"	"SVP"	"V"	"IK-NR, NATO-V, RK-NR, SiK-NR"	2015-11-30		"M"	1972-01-25	4175	3097	"de"	"de"
681	167	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Umbricht Pieren, Nadja"	"NR"	"BE"	"SVP"	"V"	"KVF-NR, WBK-NR"	2011-12-05		"F"	1980-02-14	4065	2781	"de"	"de"
436	167	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Umbricht Pieren, Nadja"	"NR"	"BE"	"SVP"	"V"	"KVF-NR, WBK-NR"	2011-12-05		"F"	1980-02-14	4065	2781	"de"	"de"
181	167	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Umbricht Pieren, Nadja"	"NR"	"BE"	"SVP"	"V"	"KVF-NR, WBK-NR"	2011-12-05		"F"	1980-02-14	4065	2781	"de"	"de"
730	308	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Vogt, Hans-Ueli"	"NR"	"ZH"	"SVP"	"V"	"RK-NR"	2015-11-30		"M"	1969-12-05	4176	3098	"de"	"de"
486	308	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Vogt, Hans-Ueli"	"NR"	"ZH"	"SVP"	"V"	"RK-NR"	2015-11-30		"M"	1969-12-05	4176	3098	"de"	"de"
234	308	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Vogt, Hans-Ueli"	"NR"	"ZH"	"SVP"	"V"	"RK-NR"	2015-11-30		"M"	1969-12-05	4176	3098	"de"	"de"
731	206	2019-09-23	1	"nein"	2019-12-24T16:11:58	"von Siebenthal, Erich"	"NR"	"BE"	"SVP"	"V"	"GPK-NR"	2007-12-03		"M"	1958-12-30	3910	2713	"de"	"de"
487	206	2018-11-19	1	"nein"	2019-12-24T16:13:05	"von Siebenthal, Erich"	"NR"	"BE"	"SVP"	"V"	"GPK-NR"	2007-12-03		"M"	1958-12-30	3910	2713	"de"	"de"
235	206	2017-05-27	1	"ja"	2019-12-24T16:13:39	"von Siebenthal, Erich"	"NR"	"BE"	"SVP"	"V"	"GPK-NR"	2007-12-03		"M"	1958-12-30	3910	2713	"de"	"de"
733	309	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Walliser, Bruno"	"NR"	"ZH"	"SVP"	"V"	"SiK-NR"	2015-11-30		"M"	1966-04-11	4177	3099	"de"	"de"
489	309	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Walliser, Bruno"	"NR"	"ZH"	"SVP"	"V"	"SiK-NR"	2015-11-30		"M"	1966-04-11	4177	3099	"de"	"de"
237	309	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Walliser, Bruno"	"NR"	"ZH"	"SVP"	"V"	"SiK-NR"	2015-11-30		"M"	1966-04-11	4177	3099	"de"	"de"
734	251	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Walti, Beat"	"NR"	"ZH"	"FDP"	"RL"	"Bü-NR, WAK-NR"	2014-06-02		"M"	1968-11-22	4142	3044	"de"	"de"
490	251	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Walti, Beat"	"NR"	"ZH"	"FDP"	"RL"	"Bü-NR, WAK-NR"	2014-06-02		"M"	1968-11-22	4142	3044	"de"	"de"
239	251	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Walti, Beat"	"NR"	"ZH"	"FDP"	"RL"	"Bü-NR, WAK-NR"	2014-06-02		"M"	1968-11-22	4142	3044	"de"	"de"
735	210	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Wasserfallen, Christian"	"NR"	"BE"	"FDP"	"RL"	"KVF-NR, WBK-NR"	2007-12-03		"M"	1981-06-30	3912	2715	"de"	"de"
491	210	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Wasserfallen, Christian"	"NR"	"BE"	"FDP"	"RL"	"KVF-NR, WBK-NR"	2007-12-03		"M"	1981-06-30	3912	2715	"de"	"de"
