,ABB LTD,ADECCO,ALCON,AMS,CLARIANT,CS GROUP,GEBERIT,GIVAUDAN,JULIUS BAER,KUEHNE+NAGEL INT,LAFARGEHOLCIM,LOGITECH,LONZA,NESTLE,NOVARTIS,PARTNERS GROUP,RICHEMONT,ROCHE,SCHINDLER,SGS,SIKA,SONOVA,SWATCH GROUP,SWISS LIFE HOLDING,SWISS RE,SWISSCOM,TEMENOS,UBS GROUP,VIFOR,ZURICH INSURANCE
2016-11-22,20.889999,62.549999,,29.15,16.16,13.4896,403.200012,1787.0,44.799999,127.300003,54.349998,24.85,167.009995,67.400002,60.553298999999996,495.75,63.900002,223.69999700000002,179.399994,2000.0,80.400002,123.0,285.600006,276.600006,93.199997,432.5,68.650002,15.9,101.300003,268.299988
2016-11-23,20.870001000000002,62.25,,28.65,16.17,13.4992,402.399994,1786.0,45.099998,129.699997,53.75,24.9,165.990997,67.449997,61.083698,494.0,64.0,222.80000299999998,178.800003,1991.0,80.166702,122.699997,286.299988,275.799988,93.199997,432.39999400000005,68.400002,15.88,100.599998,269.0
2016-11-24,20.85,62.299999,,28.799999,16.32,13.5571,405.0,1814.0,45.52,129.100006,53.849998,24.950001,166.73199499999998,67.75,61.658297999999995,494.75,64.75,223.80000299999998,181.199997,2008.0,81.166702,124.0,289.5,277.399994,93.300003,432.60000599999995,69.550003,15.98,102.0,269.100006
2016-11-25,20.93,62.349998,,28.6,16.32,13.258,403.799988,1830.0,45.139998999999996,130.600006,53.150002,24.799999,167.195007,69.0,62.409698,499.5,64.599998,227.100006,181.300003,2000.0,82.083298,124.300003,290.799988,276.399994,93.300003,435.200012,69.75,15.96,106.699997,268.299988
2016-11-28,20.719998999999998,62.0,,28.5,16.16,12.9685,401.5,1819.0,44.720001,130.899994,52.150002,24.75,166.453995,68.550003,62.056098999999996,501.0,64.349998,226.0,180.0,2008.0,81.716698,123.599998,288.299988,273.899994,92.449997,432.89999400000005,69.300003,15.72,105.0,263.700012
2016-11-29,20.68,62.5,,29.15,16.120001000000002,12.9878,400.700012,1820.0,44.509997999999996,132.300003,52.549999,24.75,167.380997,68.300003,61.9235,498.25,65.199997,226.399994,179.699997,2023.0,81.466698,123.199997,295.799988,280.100006,93.099998,433.5,69.699997,15.79,106.199997,265.0
2016-11-30,20.719998999999998,62.650002,,29.799999,16.43,13.0457,402.5,1812.0,44.93,132.800003,53.849998,25.049999,168.21400500000001,68.400002,62.1003,494.0,66.449997,226.69999700000002,180.600006,2043.0,82.216698,122.900002,298.899994,279.600006,93.599998,434.5,70.400002,16.17,107.5,266.5
2016-12-01,20.870001000000002,62.450001,,29.85,16.219998999999998,13.4317,397.399994,1778.0,44.830002,131.100006,53.049999,24.5,164.23100300000002,67.300003,60.862701,498.0,65.150002,222.19999700000002,180.399994,2021.0,82.333298,121.300003,297.200012,276.700012,92.150002,429.299988,68.699997,16.200001,107.199997,262.299988
2016-12-02,20.84,62.349998,,29.25,16.09,13.1615,397.399994,1790.0,44.689999,131.399994,52.849998,24.6,163.675003,68.0,60.7743,499.0,65.25,220.600006,178.199997,2023.0,82.316704,121.300003,298.0,274.700012,92.699997,431.0,68.050003,15.92,106.400002,262.5
2016-12-05,21.219998999999998,62.400002,,29.9,16.27,13.2194,401.700012,1768.0,44.84,131.699997,53.650002,24.85,163.953003,68.0,61.437302,502.5,66.699997,222.100006,180.0,2030.0,82.550003,121.400002,311.600006,279.100006,94.449997,433.89999400000005,68.099998,16.110001,107.099998,266.0
2016-12-06,21.16,63.599998,,30.5,16.4,13.808,399.5,1787.0,45.740002000000004,133.0,53.549999,24.5,165.343002,68.400002,61.3489,497.0,66.599998,223.5,178.899994,2030.0,82.349998,120.900002,313.100006,281.600006,95.75,437.60000599999995,67.25,16.82,107.400002,269.5
2016-12-07,21.129998999999998,64.550003,,30.25,16.5,14.8308,398.0,1775.0,46.48,132.399994,54.400002,24.35,164.509003,68.150002,60.7743,484.25,67.449997,221.19999700000002,179.399994,1994.0,82.199997,119.199997,319.299988,284.799988,97.0,438.799988,66.099998,17.42,110.0,275.5
2016-12-08,21.23,65.449997,,30.549999,16.66,15.294,397.0,1786.0,46.59,132.100006,54.299999,24.6,162.841995,68.699997,60.553298999999996,470.5,67.800003,220.399994,179.600006,2006.0,82.616699,116.400002,320.299988,287.700012,96.0,437.60000599999995,67.0,17.530001000000002,107.900002,277.0
2016-12-09,21.280001000000002,64.949997,,30.5,16.809998999999998,15.0528,402.0,1821.0,46.349998,133.899994,54.25,24.35,164.972,71.0,62.542301,478.0,67.5,227.80000299999998,179.600006,2029.0,82.233299,118.800003,317.600006,286.5,96.25,446.799988,68.25,17.08,110.099998,277.899994
2016-12-12,21.52,64.800003,,30.0,16.610001,14.7054,399.799988,1805.0,46.009997999999996,133.199997,53.450001,24.1,156.171997,70.800003,62.056098999999996,473.0,66.650002,225.5,176.600006,2021.0,80.849998,117.900002,312.399994,284.100006,95.099998,444.0,67.0,16.85,110.0,275.5
2016-12-13,21.450001,66.349998,,29.6,16.82,14.7922,404.899994,1807.0,46.18,134.899994,53.799999,24.6,158.766006,72.150002,63.647301,480.5,67.900002,230.399994,176.399994,2065.0,80.866699,120.400002,315.200012,286.0,96.0,450.39999400000005,67.849998,16.82,110.099998,278.799988
2016-12-14,21.5,66.449997,,28.75,16.889999,14.7633,402.0,1806.0,46.119999,134.600006,52.799999,24.549999,157.098999,72.349998,63.8241,475.0,66.949997,231.30000299999998,175.899994,2057.0,80.833298,119.699997,312.799988,287.600006,96.25,448.39999400000005,70.650002,16.57,111.0,277.100006
2016-12-15,21.6,67.599998,,28.950001,17.02,15.3615,401.600006,1820.0,46.740002000000004,135.5,53.400002,25.1,149.87399299999998,72.449997,64.88490300000001,477.0,66.349998,232.80000299999998,175.300003,2070.0,80.583298,120.5,308.299988,289.899994,96.699997,449.39999400000005,71.099998,16.780001000000002,114.0,278.200012
2016-12-16,21.58,66.699997,,28.9,17.15,15.1782,400.100006,1832.0,46.25,135.100006,53.099998,25.35,157.005997,72.199997,65.150101,479.0,66.849998,233.5,175.399994,2055.0,79.966698,120.300003,308.399994,289.299988,96.800003,447.299988,71.150002,16.58,113.199997,280.100006
2016-12-19,21.549999,66.400002,,28.5,17.27,14.908,401.100006,1832.0,45.860001000000004,135.399994,53.150002,25.25,158.766006,72.949997,65.194298,477.0,67.150002,233.69999700000002,174.699997,2068.0,80.816704,120.300003,307.799988,286.600006,96.400002,452.39999400000005,70.949997,16.48,114.0,279.200012
2016-12-20,21.690001000000002,67.349998,,28.35,17.16,15.294,401.700012,1831.0,46.349998,134.699997,53.099998,25.25,160.804001,72.849998,65.371101,479.5,67.349998,233.5,176.399994,2061.0,80.916702,120.800003,315.5,288.899994,97.150002,453.799988,70.199997,16.5,113.599998,280.799988
2016-12-21,21.620001000000002,67.050003,,28.950001,17.200001,14.9273,401.700012,1822.0,45.98,134.100006,53.349998,25.1,161.82299799999998,72.949997,65.150101,474.75,66.849998,233.19999700000002,176.800003,2056.0,80.833298,120.5,313.799988,287.5,96.099998,452.10000599999995,70.800003,16.469998999999998,113.800003,279.899994
2016-12-22,21.610001,66.650002,,28.4,17.190001000000002,14.7922,404.600006,1837.0,45.799999,134.199997,53.099998,25.0,162.192993,73.150002,65.2827,476.25,67.0,231.899994,178.300003,2067.0,81.300003,122.5,316.5,288.299988,96.349998,451.10000599999995,70.699997,16.32,114.0,280.5
2016-12-23,21.65,66.900002,,28.549999,17.23,14.6571,407.200012,1838.0,45.73,134.899994,53.349998,24.85,160.710999,73.099998,65.326897,477.25,66.5,232.19999700000002,178.399994,2063.0,81.566704,122.699997,315.100006,290.299988,97.050003,455.39999400000005,70.699997,16.08,114.0,281.5
2016-12-27,21.66,67.550003,,28.5,17.24,14.5896,409.0,1842.0,45.82,135.600006,53.849998,25.299999,162.563995,73.25,65.54789699999999,478.5,67.199997,233.5,179.100006,2064.0,81.516701,123.699997,314.799988,290.299988,97.599998,457.10000599999995,71.800003,16.18,116.099998,281.299988
2016-12-28,21.790001,66.75,,29.1,17.34,14.6185,409.700012,1849.0,45.810001,135.5,53.950001,25.450001,162.841995,73.050003,65.592102,480.25,67.650002,233.0,179.100006,2073.0,81.833298,123.900002,316.600006,289.399994,96.900002,455.799988,71.900002,16.16,115.0,281.200012
2016-12-29,21.790001,66.75,,29.1,17.34,14.6185,409.700012,1849.0,45.810001,135.5,53.950001,25.450001,162.841995,73.050003,65.592102,480.25,67.650002,233.0,179.100006,2073.0,81.833298,123.900002,316.600006,289.399994,96.900002,455.799988,71.900002,16.16,115.0,281.200012
2016-12-30,21.48,66.650002,,28.9,17.57,14.0975,408.200012,1866.0,45.23,134.600006,53.650002,25.4,163.304993,73.050003,65.5037,477.25,67.449997,232.600006,179.600006,2072.0,81.533302,123.400002,316.700012,288.200012,96.5,456.10000599999995,70.900002,15.95,114.900002,280.399994
2017-01-03,21.73,67.550003,,28.5,17.67,14.9949,409.899994,1859.0,47.669998,135.600006,53.450001,25.549999,163.86099199999998,72.699997,66.343498,482.0,67.25,236.0,179.300003,2094.0,81.466698,123.900002,315.100006,296.5,97.550003,452.299988,72.0,16.700001,116.0,286.0
2017-01-04,21.76,69.449997,,29.35,17.700001,15.5159,406.899994,1873.0,48.139998999999996,135.0,53.650002,25.950001,169.139999,73.300003,65.724701,480.75,66.5,238.100006,178.699997,2091.0,81.083298,123.599998,313.399994,298.5,98.0,459.5,71.900002,17.120001000000002,115.800003,287.100006
2017-01-05,21.77,69.449997,,29.0,17.889999,15.2071,410.700012,1874.0,48.43,135.800003,53.950001,25.799999,170.067001,74.099998,66.210899,478.5,66.150002,241.19999700000002,178.5,2104.0,80.966698,123.800003,310.600006,298.0,97.050003,466.799988,72.5,16.969998999999998,116.099998,285.799988
2017-01-06,21.940001000000002,69.400002,,29.25,17.780001000000002,15.3326,410.299988,1869.0,47.860001000000004,136.0,54.150002,25.65,170.807999,74.599998,66.0783,479.0,67.400002,241.30000299999998,179.399994,2101.0,79.816704,123.800003,312.399994,298.299988,96.800003,467.10000599999995,72.0,17.0,115.099998,285.600006
2017-01-09,21.85,69.349998,,30.5,17.75,15.3519,409.700012,1865.0,47.200001,135.600006,53.650002,25.75,170.158997,74.699997,66.299301,485.0,68.199997,241.899994,179.0,2114.0,80.216698,123.599998,321.100006,297.100006,96.050003,466.200012,73.0,16.799999,118.300003,284.600006
2017-01-10,22.120001000000002,69.849998,,30.65,17.75,15.3326,410.200012,1845.0,47.459998999999996,134.5,53.900002,25.700001,170.623001,74.300003,66.652901,484.75,70.900002,243.399994,180.600006,2098.0,80.016701,125.199997,330.200012,294.299988,95.849998,461.89999400000005,72.550003,16.780001000000002,116.0,284.100006
2017-01-11,22.610001,70.099998,,30.950001,17.799999,15.4677,413.0,1859.0,47.310001,135.199997,53.25,26.0,172.66000400000001,74.300003,65.813103,487.0,70.900002,240.80000299999998,181.899994,2116.0,80.400002,126.099998,331.700012,295.200012,96.150002,461.299988,72.449997,16.75,115.5,284.200012
2017-01-12,22.370001000000002,70.550003,,30.700001,18.129998999999998,15.101,412.700012,1851.0,47.18,134.0,53.0,25.6,170.899994,74.449997,64.3545,490.75,77.0,235.899994,182.0,2121.0,79.983299,125.400002,349.799988,294.299988,95.300003,459.0,71.949997,16.700001,112.900002,280.299988
2017-01-13,22.67,70.599998,,31.049999,18.4,15.5545,414.0,1848.0,48.139998999999996,134.699997,54.25,25.799999,171.548996,74.5,64.53130300000001,492.75,77.400002,239.0,183.0,2146.0,80.516701,126.099998,353.600006,295.600006,96.400002,461.200012,72.099998,17.34,113.900002,283.700012
2017-01-16,22.469998999999998,70.050003,,31.5,18.290001,15.294,415.200012,1825.0,47.779999,133.800003,52.599998,25.9,170.067001,74.050003,63.735699,496.25,76.800003,235.600006,183.199997,2139.0,79.933296,128.800003,350.299988,292.600006,94.050003,454.299988,71.5,17.040001,113.5,281.5
2017-01-17,22.41,70.0,,32.0,18.16,15.1203,424.60000599999995,1814.0,47.849998,132.800003,52.150002,25.65,168.770004,73.349998,63.072701,499.25,76.400002,234.69999700000002,180.5,2090.0,79.683296,128.899994,346.200012,292.899994,93.300003,452.39999400000005,70.599998,16.91,113.300003,278.299988
2017-01-18,22.48,69.800003,,32.299999,18.35,14.744,424.200012,1806.0,47.299999,133.199997,51.200001,25.700001,170.345001,73.75,63.8241,500.0,76.0,235.600006,181.199997,2088.0,79.966698,128.5,344.399994,292.399994,92.900002,449.60000599999995,70.75,16.549999,113.099998,278.0
2017-01-19,22.67,70.75,,32.599998,18.440001000000002,14.8598,422.39999400000005,1818.0,47.049999,133.699997,51.099998,25.6,169.789001,73.199997,62.8517,499.5,76.699997,233.0,180.899994,2090.0,80.25,128.699997,348.100006,296.399994,92.5,446.700012,70.650002,16.77,112.0,276.299988
2017-01-20,22.83,70.699997,,33.0,18.4,15.0045,420.700012,1811.0,46.630001,132.899994,51.049999,25.35,169.882004,73.349998,62.6749,498.25,76.25,233.5,181.399994,2094.0,80.416702,128.600006,345.200012,295.200012,92.449997,441.799988,70.25,16.690001000000002,109.699997,277.700012
2017-01-23,22.68,70.900002,,33.549999,18.35,14.6089,421.10000599999995,1819.0,45.32,133.5,51.299999,25.200001,169.882004,73.099998,61.9235,499.25,76.300003,232.19999700000002,181.300003,2051.0,80.783302,127.699997,343.700012,294.200012,92.050003,439.200012,69.75,16.48,108.5,276.5
2017-01-24,22.84,71.550003,,33.099998,18.42,14.7633,422.0,1822.0,46.299999,133.800003,53.099998,25.1,169.882004,73.349998,61.481499,496.75,76.550003,231.399994,184.5,2076.0,81.866699,127.599998,347.799988,296.0,92.599998,437.5,69.599998,16.809998999999998,106.5,278.200012
2017-01-25,23.48,72.599998,,33.25,18.68,15.3519,427.0,1840.0,47.07,135.399994,54.900002,29.0,172.104996,73.800003,62.984299,499.0,78.25,234.80000299999998,189.199997,2097.0,83.833298,128.600006,356.0,303.100006,94.199997,438.0,71.5,17.23,108.099998,287.899994
2017-01-26,23.75,72.75,,33.0,18.67,15.294,428.5,1814.0,47.369999,135.899994,54.25,29.0,172.753006,72.800003,63.558899,499.25,77.349998,235.69999700000002,185.300003,2101.0,84.583298,130.399994,354.799988,302.899994,93.300003,437.299988,71.599998,17.02,110.199997,288.600006
2017-01-27,23.75,71.150002,,33.450001,18.73,14.744,425.0,1825.0,46.09,134.899994,54.049999,29.35,169.789001,73.150002,63.558899,499.5,77.199997,236.30000299999998,186.0,2104.0,85.0,131.800003,350.700012,300.799988,94.0,437.0,71.650002,16.25,109.5,289.700012
2017-01-30,23.52,70.449997,,34.5,18.52,14.6668,421.10000599999995,1854.0,46.110001000000004,134.199997,53.299999,28.65,169.604004,72.400002,63.647301,495.75,76.349998,234.0,185.800003,2088.0,85.583298,130.300003,346.5,298.5,92.550003,433.39999400000005,71.650002,16.139999,108.599998,284.299988
2017-01-31,23.43,70.400002,,33.950001,18.49,14.4642,421.60000599999995,1779.0,46.240002000000004,134.800003,52.900002,28.25,167.565994,72.300003,64.045097,498.75,76.699997,233.0,188.0,2092.0,86.416702,130.399994,349.5,299.100006,92.099998,435.0,71.699997,15.97,108.199997,283.5
2017-02-01,23.48,71.099998,,34.75,18.52,14.6475,420.89999400000005,1743.0,46.82,135.0,53.650002,28.25,162.378998,72.150002,64.133499,500.5,75.849998,237.5,188.5,2073.0,86.666702,130.0,350.700012,306.200012,93.349998,433.0,72.300003,15.91,108.300003,286.200012
2017-02-02,23.43,71.150002,,34.25,18.52,14.3001,420.799988,1723.0,46.290001000000004,135.0,54.25,28.65,161.638,72.0,63.735699,504.0,75.849998,233.5,189.100006,2074.0,87.083298,130.600006,354.200012,303.299988,93.599998,430.299988,72.949997,15.71,108.5,283.5
2017-02-03,23.450001,70.949997,,34.099998,18.540001,14.551,422.200012,1716.0,46.75,135.100006,55.049999,28.799999,161.91499299999998,72.849998,64.487099,505.0,75.550003,235.80000299999998,189.899994,2076.0,87.75,130.600006,347.5,308.100006,94.400002,432.39999400000005,74.099998,16.0,109.900002,286.700012
2017-02-06,23.18,70.900002,,33.950001,18.370001000000002,14.4256,420.10000599999995,1727.0,46.860001000000004,134.699997,54.700001,28.549999,159.229004,72.650002,64.840698,510.0,74.199997,236.100006,189.399994,2062.0,87.666702,127.199997,340.0,306.5,93.900002,431.200012,74.199997,15.82,109.699997,285.200012
2017-02-07,23.32,70.75,,41.549999,18.540001,14.2905,422.39999400000005,1750.0,46.880001,135.800003,54.299999,29.25,162.378998,72.849998,65.371101,515.5,74.75,238.5,190.600006,2068.0,87.75,128.0,338.600006,306.700012,93.800003,434.60000599999995,73.800003,15.79,110.699997,284.899994
2017-02-08,22.530001000000002,69.349998,,43.0,18.59,13.8949,424.89999400000005,1770.0,47.07,135.5,54.299999,29.049999,161.729996,74.099998,65.5037,517.0,73.75,237.399994,190.800003,2085.0,88.5,127.599998,335.600006,303.899994,94.099998,440.60000599999995,73.599998,15.78,110.0,284.0
2017-02-09,22.780001000000002,69.849998,,44.299999,18.75,14.1457,425.299988,1769.0,47.220001,136.899994,55.799999,29.1,163.86099199999998,73.949997,66.299301,516.5,74.400002,239.899994,191.100006,2092.0,89.166702,127.699997,335.0,308.100006,95.199997,444.299988,73.650002,15.98,110.599998,282.5
2017-02-10,22.780001000000002,69.849998,,44.299999,18.75,14.1457,425.299988,1769.0,47.220001,136.899994,55.799999,29.1,163.86099199999998,73.949997,66.299301,516.5,74.400002,239.899994,191.100006,2092.0,89.166702,127.699997,335.0,308.100006,95.199997,444.299988,73.650002,15.98,110.599998,282.5
2017-02-13,23.0,71.050003,,44.349998,19.110001,14.2422,428.299988,1765.0,47.830002,138.899994,56.549999,29.65,164.694,73.650002,66.741302,521.0,75.900002,240.0,192.800003,2114.0,90.083298,127.099998,339.899994,311.299988,94.199997,442.10000599999995,73.449997,15.89,110.800003,281.100006
2017-02-14,22.9,71.650002,,43.799999,19.0,14.5703,425.799988,1775.0,48.209998999999996,138.300003,56.25,29.799999,164.416,73.0,66.387703,522.5,75.650002,237.399994,191.100006,2118.0,89.083298,126.5,337.0,313.100006,93.800003,441.299988,73.75,15.94,110.300003,282.799988
2017-02-15,22.98,71.800003,,44.25,18.860001,14.8791,428.5,1780.0,49.009997999999996,138.800003,56.849998,29.799999,164.880005,73.150002,67.0065,524.5,76.300003,241.5,193.5,2128.0,90.666702,126.599998,335.899994,315.899994,92.5,443.39999400000005,71.25,16.15,110.199997,281.5
2017-02-16,22.940001000000002,71.349998,,44.450001,18.790001,14.6282,427.39999400000005,1784.0,48.799999,138.600006,56.400002,29.549999,166.362,72.449997,67.3601,527.5,76.300003,242.80000299999998,193.100006,2126.0,89.916702,126.099998,339.700012,314.100006,93.099998,447.0,74.099998,15.94,110.599998,279.399994
2017-02-17,22.76,70.699997,,43.849998,19.209999,14.7729,426.89999400000005,1801.0,48.349998,139.5,55.849998,29.35,166.362,73.849998,68.067299,529.5,74.800003,243.5,193.399994,2129.0,89.916702,127.400002,336.600006,313.200012,92.75,447.89999400000005,74.0,15.81,111.900002,278.600006
2017-02-20,22.799999,71.150002,,43.950001,19.25,14.9756,428.799988,1812.0,48.75,140.199997,56.900002,29.5,166.546997,73.25,67.80210100000001,530.5,75.949997,244.0,194.300003,2130.0,90.333298,128.399994,343.600006,315.700012,93.099998,451.89999400000005,75.25,15.96,111.800003,279.100006
2017-02-21,23.139999,71.800003,,46.849998,19.25,15.0914,430.200012,1808.0,48.900002,140.899994,57.450001,29.700001,167.658005,73.400002,68.420898,527.0,76.449997,246.5,195.0,2120.0,90.25,130.399994,346.799988,318.399994,93.25,452.799988,75.25,15.98,113.900002,281.299988
2017-02-22,23.030001000000002,71.300003,,46.5,19.17,14.9756,429.60000599999995,1823.0,49.07,141.800003,57.549999,29.5,168.67700200000002,74.300003,68.774498,526.5,76.699997,246.30000299999998,195.399994,2142.0,90.666702,130.899994,346.5,318.0,92.949997,452.200012,77.199997,15.7,114.699997,279.899994
2017-02-23,22.93,71.300003,,47.549999,19.07,14.8598,430.89999400000005,1825.0,49.389998999999996,142.800003,56.900002,29.299999,167.658005,74.800003,68.597702,530.0,75.849998,245.100006,195.100006,2143.0,90.916702,129.899994,345.200012,317.899994,91.5,452.299988,77.449997,15.63,116.199997,279.100006
2017-02-24,22.620001000000002,70.5,,46.0,18.790001,14.5028,426.60000599999995,1821.0,48.630001,141.5,55.650002,29.1,166.63900800000002,74.5,68.597702,526.0,75.0,245.19999700000002,193.5,2131.0,93.416702,130.100006,342.200012,314.600006,90.699997,449.60000599999995,76.0,15.45,114.900002,275.5
2017-02-27,22.629998999999998,71.0,,46.099998,18.780001000000002,14.5413,430.0,1834.0,48.93,142.100006,56.400002,29.200001,167.658005,74.300003,68.81860400000001,524.0,74.449997,243.600006,194.699997,2133.0,94.75,131.399994,337.100006,315.100006,90.300003,448.799988,77.25,15.44,116.199997,275.700012
2017-02-28,22.719998999999998,72.199997,,46.400002,18.77,14.6185,434.60000599999995,1824.0,49.150002,143.0,57.150002,29.049999,171.363998,74.25,69.304802,525.5,74.0,244.69999700000002,194.199997,2135.0,94.25,131.899994,333.899994,316.0,89.800003,442.200012,77.650002,15.47,117.800003,277.299988
2017-03-01,23.08,72.599998,,46.5,18.950001,15.3712,439.10000599999995,1819.0,49.279999,139.399994,58.0,29.35,170.345001,74.699997,69.61419699999999,528.5,75.150002,246.0,197.100006,2133.0,93.416702,132.399994,336.799988,321.399994,90.0,444.0,78.050003,16.200001,118.5,280.299988
2017-03-02,23.040001,70.5,,48.950001,19.030001000000002,15.2168,439.299988,1815.0,49.299999,140.399994,59.099998,29.0,171.455994,74.599998,67.050697,526.5,75.300003,262.100006,196.300003,2131.0,93.333298,132.800003,334.700012,321.600006,90.400002,446.200012,77.400002,16.129998999999998,119.599998,281.5
2017-03-03,22.91,69.800003,,49.200001,18.92,15.3905,438.0,1818.0,49.25,140.199997,58.799999,29.299999,171.17799399999998,74.650002,67.404297,527.5,75.25,260.299988,196.0,2116.0,93.166702,133.199997,336.600006,325.299988,90.449997,446.39999400000005,77.25,16.219998999999998,119.800003,283.799988
2017-03-06,22.790001,70.199997,,48.549999,18.73,14.7343,437.799988,1823.0,49.09,140.199997,58.349998,29.4,170.158997,75.199997,67.448502,527.0,75.5,260.600006,195.300003,2116.0,93.25,133.600006,338.700012,323.299988,90.199997,446.5,77.199997,16.02,120.400002,283.100006
2017-03-07,22.84,70.300003,,49.700001,18.709999,14.6764,438.700012,1815.0,48.700001,140.100006,58.650002,29.75,169.048004,75.449997,66.343498,530.5,75.599998,258.5,195.800003,2118.0,94.0,132.399994,340.399994,322.5,90.0,445.200012,78.800003,15.9,119.900002,280.200012
2017-03-08,22.940001000000002,70.099998,,51.049999,18.790001,14.8887,438.39999400000005,1798.0,48.59,140.5,58.0,30.0,168.492004,75.0,66.564499,528.5,76.349998,258.600006,195.800003,2102.0,95.0,131.800003,344.200012,323.100006,89.75,442.89999400000005,78.599998,15.92,120.0,280.799988
2017-03-09,22.639999,70.0,,50.799999,19.040001,14.908,436.799988,1810.0,49.0,140.100006,57.75,29.950001,168.029007,75.25,66.873901,529.0,75.699997,257.700012,194.699997,2113.0,94.833298,133.300003,341.200012,325.0,90.150002,444.700012,78.449997,16.110001,120.300003,281.899994
2017-03-10,22.75,69.800003,,52.700001,19.049999,15.0335,440.0,1817.0,49.34,140.600006,57.400002,29.9,170.807999,75.449997,67.271698,528.5,76.199997,258.5,196.399994,2124.0,95.916702,133.600006,343.700012,324.899994,90.300003,448.60000599999995,78.550003,16.17,121.800003,282.700012
2017-03-13,22.709999,70.0,,52.700001,19.09,14.9756,442.0,1823.0,49.700001,139.699997,57.900002,31.15,170.158997,75.900002,66.962303,529.0,76.75,259.600006,196.399994,2135.0,97.416702,133.899994,346.299988,323.899994,90.25,447.5,78.0,16.09,122.800003,283.600006
2017-03-14,22.74,69.800003,,54.849998,19.059998999999998,14.8308,430.5,1813.0,49.07,140.100006,57.25,30.799999,170.529999,76.050003,66.829697,531.0,76.699997,259.299988,195.600006,2131.0,97.0,133.5,347.100006,320.799988,89.25,447.799988,78.5,15.98,116.5,282.799988
2017-03-15,22.9,69.800003,,54.400002,19.07,15.0528,429.799988,1824.0,49.98,139.800003,58.0,30.950001,170.345001,76.599998,66.697098,533.0,76.349998,257.899994,196.800003,2138.0,97.583298,133.300003,346.899994,322.700012,90.199997,447.700012,79.0,16.17,117.0,284.600006
2017-03-16,23.02,69.949997,,54.099998,19.030001000000002,14.9563,431.89999400000005,1836.0,49.830002,141.5,58.049999,31.450001,170.436996,76.900002,66.564499,534.0,77.650002,251.899994,194.899994,2145.0,98.0,134.5,350.700012,322.799988,90.800003,450.799988,79.300003,16.139999,117.5,285.700012
2017-03-17,23.209999,70.800003,,53.049999,19.110001,14.937,435.799988,1839.0,49.25,143.5,58.799999,31.35,171.17799399999998,77.199997,66.829697,531.5,77.800003,253.30000299999998,194.5,2161.0,97.916702,135.0,347.700012,322.399994,90.650002,459.60000599999995,79.199997,16.040001,119.699997,287.0
2017-03-20,23.290001,70.099998,,53.75,19.049999,14.7922,435.39999400000005,1851.0,49.310001,142.0,58.599998,31.35,171.085999,77.449997,66.873901,534.0,77.550003,253.100006,192.5,2161.0,98.416702,135.600006,345.700012,322.899994,90.800003,458.200012,79.349998,15.89,116.300003,287.0
2017-03-21,23.1,70.25,,53.0,18.92,14.5896,432.39999400000005,1852.0,49.279999,141.199997,57.549999,30.950001,168.770004,77.099998,65.813103,542.5,76.300003,250.100006,191.199997,2160.0,96.833298,135.199997,342.799988,320.100006,90.349998,457.799988,78.0,15.8,111.699997,286.0
2017-03-22,22.959999,69.449997,,52.349998,18.9,14.3291,432.200012,1846.0,49.049999,139.0,57.200001,30.799999,167.75100700000002,76.949997,64.88490300000001,536.5,76.900002,250.19999700000002,190.300003,2160.0,97.833298,135.300003,345.0,316.700012,89.349998,457.10000599999995,77.550003,15.53,109.300003,284.399994
2017-03-23,23.280001000000002,69.949997,,52.799999,18.629998999999998,14.0492,436.60000599999995,1849.0,49.369999,140.399994,58.0,31.35,169.511002,77.400002,65.54789699999999,539.0,78.199997,252.600006,193.800003,2105.0,98.333298,136.5,353.399994,319.5,89.900002,460.299988,79.449997,15.6,110.699997,286.100006
2017-03-24,23.18,70.300003,,54.5,18.530001000000002,14.0878,436.5,1857.0,49.490002000000004,140.5,57.650002,31.549999,168.863007,77.199997,65.194298,538.0,78.449997,252.899994,194.300003,2100.0,99.0,135.899994,354.0,317.600006,89.050003,457.0,79.550003,15.54,108.0,286.700012
2017-03-27,22.93,69.5,,53.0,18.360001,14.1554,434.89999400000005,1796.0,49.23,139.100006,56.950001,30.799999,168.399002,77.400002,65.2827,536.0,77.75,252.899994,192.100006,2097.0,98.5,135.100006,350.899994,317.299988,89.150002,456.299988,79.550003,15.44,105.699997,283.399994
2017-03-28,23.15,69.400002,,54.549999,18.57,14.3001,437.200012,1790.0,49.700001,139.0,57.299999,30.799999,168.492004,77.050003,65.194298,539.0,77.5,253.100006,192.300003,2101.0,99.166702,135.100006,349.899994,318.200012,88.650002,456.200012,79.75,15.6,105.0,283.5
2017-03-29,23.219998999999998,69.199997,,54.299999,18.719998999999998,14.3773,438.0,1787.0,49.66,139.100006,57.599998,31.549999,172.28999299999998,77.599998,65.8573,542.0,78.5,255.399994,192.800003,2114.0,100.833,135.5,352.5,322.700012,88.849998,456.10000599999995,79.400002,15.78,104.900002,281.899994
2017-03-30,23.370001000000002,70.75,,54.049999,19.0,14.551,439.39999400000005,1802.0,49.91,140.800003,59.0,32.049999,175.531998,77.300003,66.343498,544.5,78.050003,257.899994,193.399994,2125.0,100.833,136.399994,356.100006,324.399994,90.0,458.0,80.0,15.95,106.0,280.799988
