,ABB LTD,ADECCO,ALCON,AMS,CLARIANT,CS GROUP,GEBERIT,GIVAUDAN,JULIUS BAER,KUEHNE+NAGEL INT,LAFARGEHOLCIM,LOGITECH,LONZA,NESTLE,NOVARTIS,PARTNERS GROUP,RICHEMONT,ROCHE,SCHINDLER,SGS,SIKA,SONOVA,SWATCH GROUP,SWISS LIFE HOLDING,SWISS RE,SWISSCOM,TEMENOS,UBS GROUP,VIFOR,ZURICH INSURANCE
2015-10-12,18.059998999999998,73.0,,40.099998,17.58,22.6675,317.600006,1695.0,46.700001,132.800003,54.599998,13.25,122.640999,74.849998,78.542503,329.75,83.699997,254.5,148.100006,1809.0,51.966702000000005,128.5,402.5,230.899994,86.550003,492.60000599999995,41.349998,19.030001000000002,129.5,258.299988
2015-10-13,17.799999,72.199997,,39.349998,17.42,22.517401,313.899994,1694.0,46.32,134.699997,53.75,13.4,123.011002,75.0,78.012199,323.5,82.400002,255.69999700000002,147.100006,1790.0,51.400002,128.5,394.299988,226.399994,85.75,487.700012,42.0,18.83,132.899994,252.0
2015-10-14,17.66,71.800003,,39.299999,17.049999,22.1798,311.700012,1690.0,45.419998,134.300003,53.099998,13.45,122.178001,74.349998,77.305,326.0,82.400002,252.0,145.199997,1787.0,51.099998,126.0,393.700012,224.600006,85.25,481.0,42.299999,18.709999,132.100006,249.69999700000002
2015-10-15,17.65,72.800003,,40.349998,17.200001,22.3955,314.899994,1725.0,46.150002,133.0,54.0,13.45,123.103996,75.150002,78.233101,332.75,81.800003,253.80000299999998,145.399994,1800.0,51.883301,126.900002,393.700012,224.69999700000002,85.949997,482.39999400000005,42.0,18.92,133.0,250.600006
2015-10-16,17.360001,72.699997,,40.5,17.290001,22.9863,315.0,1732.0,47.220001,132.5,54.650002,13.5,127.550003,73.75,79.824303,335.75,80.349998,259.5,144.5,1799.0,52.833302,129.699997,380.399994,228.5,86.699997,488.200012,42.299999,19.5,135.600006,254.5
2015-10-19,17.1,72.050003,,40.0,17.139999,23.0895,314.299988,1745.0,46.599998,132.300003,54.400002,13.5,128.10600300000002,73.5,79.912697,337.25,80.849998,260.5,144.0,1793.0,52.733299,130.399994,375.299988,228.5,86.800003,487.39999400000005,42.099998,19.360001,138.0,252.30000299999998
2015-10-20,17.290001,72.300003,,40.200001,17.110001,23.342699,317.299988,1692.0,46.349998,133.600006,53.799999,13.55,129.216995,73.449997,78.5867,338.0,79.75,257.100006,145.199997,1796.0,52.9333,129.899994,371.299988,230.0,86.949997,490.60000599999995,41.900002,19.15,140.100006,252.0
2015-10-21,17.299999,70.650002,,40.450001,17.309998999999998,22.507998999999998,322.0,1703.0,46.759997999999996,133.199997,54.0,13.5,128.569,73.25,77.52600100000001,337.75,79.949997,253.30000299999998,146.199997,1794.0,53.366699,131.300003,369.700012,230.80000299999998,87.300003,490.5,45.5,19.030001000000002,139.5,253.5
2015-10-22,17.6,71.349998,,41.299999,17.83,22.170401000000002,327.899994,1751.0,48.139998999999996,134.5,54.900002,14.8,130.421997,74.800003,79.07289899999999,339.5,82.400002,260.700012,149.399994,1822.0,53.616699,133.0,382.5,233.899994,88.699997,504.0,45.650002,19.549999,138.899994,259.5
2015-10-23,18.15,72.900002,,41.849998,18.1,22.714399,334.299988,1767.0,49.119999,135.0,56.25,15.05,131.996002,75.5,79.912697,351.25,83.699997,264.299988,154.100006,1861.0,54.483299,134.699997,390.600006,234.0,89.800003,512.0,46.299999,20.09,140.5,259.799988
2015-10-26,18.209999,72.599998,,38.799999,17.98,23.0707,332.0,1772.0,48.080002,135.699997,56.5,15.05,133.199997,75.25,80.045303,354.0,83.449997,264.0,155.600006,1855.0,54.0667,134.899994,388.5,233.19999700000002,90.150002,513.0,45.950001,20.139999,141.100006,259.899994
2015-10-27,18.190001000000002,72.75,,32.799999,17.799999,23.0145,316.0,1758.0,48.57,133.899994,55.25,14.65,132.55200200000002,75.199997,78.807701,356.75,83.25,263.0,155.600006,1847.0,53.233299,134.600006,383.0,231.5,90.5,508.5,46.150002,20.01,141.399994,258.799988
2015-10-28,18.540001,73.0,,33.799999,17.889999,23.3615,315.899994,1776.0,49.029999,136.300003,55.650002,14.65,134.774994,75.75,79.249702,359.25,83.900002,267.899994,159.0,1857.0,53.366699,136.5,381.5,233.899994,91.400002,511.0,46.0,19.99,143.300003,260.600006
2015-10-29,18.58,74.449997,,32.200001,18.219998999999998,23.2771,316.5,1771.0,48.950001,136.399994,55.400002,14.55,136.07200600000002,76.0,79.824303,360.0,84.150002,268.299988,160.0,1891.0,54.116699,137.100006,384.0,235.399994,91.800003,512.5,46.25,19.82,145.199997,261.100006
2015-10-30,18.66,73.599998,,31.700001,18.200001,23.1458,319.299988,1770.0,49.119999,137.100006,55.75,14.55,134.496994,75.599998,79.426498,358.0,84.800003,268.299988,160.600006,1884.0,54.0667,135.0,386.899994,236.100006,91.900002,510.0,46.25,19.780001000000002,145.0,261.299988
2015-11-02,18.780001000000002,73.849998,,31.9,18.49,23.3333,324.299988,1784.0,49.740002000000004,138.300003,56.200001,14.75,138.016998,75.050003,79.07289899999999,361.5,84.300003,267.0,162.399994,1907.0,55.033297999999995,136.0,382.299988,238.80000299999998,93.400002,513.0,46.650002,20.02,148.0,263.600006
2015-11-03,18.870001000000002,74.300003,,33.0,18.559998999999998,22.8832,325.600006,1810.0,49.630001,138.300003,56.799999,14.9,137.182999,75.349998,78.9403,360.75,85.449997,268.5,164.300003,1914.0,55.200001,134.699997,386.700012,239.80000299999998,93.699997,511.0,46.75,19.17,149.199997,264.299988
2015-11-04,19.059998999999998,73.75,,32.75,18.620001000000002,22.6581,325.299988,1812.0,48.48,137.600006,57.299999,14.95,135.701004,75.800003,78.807701,359.25,86.099998,268.799988,163.600006,1932.0,55.116699,134.899994,398.899994,239.69999700000002,93.150002,513.5,47.150002,19.120001000000002,147.300003,265.0
2015-11-05,19.030001000000002,66.0,,33.400002,18.440001000000002,22.5455,325.0,1830.0,48.169998,139.0,57.299999,15.0,136.90600600000002,76.199997,79.382301,361.0,86.599998,272.600006,165.800003,1924.0,55.466702000000005,135.300003,398.0,238.69999700000002,94.050003,514.0,47.650002,19.25,148.899994,263.600006
2015-11-06,19.17,66.75,,35.0,18.700001,22.948798999999998,326.799988,1830.0,48.400002,139.0,57.700001,15.2,138.016998,75.449997,79.470703,364.75,81.699997,270.0,165.699997,1910.0,55.883301,134.800003,381.100006,240.899994,94.150002,510.5,47.700001,19.870001000000002,151.399994,263.100006
2015-11-09,19.040001,67.25,,35.25,18.440001000000002,22.7612,327.0,1794.0,47.5,136.199997,57.299999,15.2,135.330994,74.800003,78.410004,363.25,80.150002,266.700012,164.0,1911.0,55.266701,134.399994,375.600006,238.30000299999998,93.650002,507.0,47.099998,19.690001000000002,150.0,263.200012
2015-11-10,18.9,67.75,,34.5,18.540001,22.601801000000002,327.100006,1809.0,46.240002000000004,136.0,56.099998,14.9,136.442001,74.650002,78.100601,364.75,80.0,266.0,162.0,1876.0,55.450001,134.399994,367.299988,237.30000299999998,94.449997,511.0,46.75,19.620001000000002,153.0,263.5
2015-11-11,18.959999,67.900002,,34.900002,18.709999,22.4611,332.299988,1814.0,46.630001,137.100006,57.400002,15.25,141.167007,74.900002,78.18890400000001,366.25,81.099998,266.700012,162.399994,1898.0,55.9333,135.600006,371.399994,241.899994,95.699997,514.0,47.299999,19.59,154.5,267.200012
2015-11-12,18.690001000000002,66.900002,,35.049999,18.459999,22.0954,329.299988,1786.0,46.669998,136.5,56.099998,15.05,142.556,74.599998,77.39340200000001,361.0,80.0,266.799988,161.0,1878.0,55.283297999999995,134.600006,368.299988,235.69999700000002,95.75,511.5,48.150002,19.24,154.0,265.299988
2015-11-13,18.5,65.300003,,34.650002,18.35,21.842199,326.0,1767.0,46.279999,136.0,54.75,15.35,142.184998,73.5,76.951401,361.5,77.449997,266.600006,160.399994,1866.0,55.016701,134.100006,358.0,236.600006,94.949997,507.5,47.25,19.190001000000002,152.199997,262.0
2015-11-16,18.440001000000002,65.650002,,34.400002,18.299999,21.635799,328.200012,1776.0,45.360001000000004,137.300003,54.5,15.1,142.834,73.599998,77.084,367.0,76.699997,264.700012,160.600006,1875.0,55.466702000000005,123.699997,353.899994,234.600006,95.150002,507.5,47.200001,18.889999,154.800003,261.100006
2015-11-17,18.959999,68.150002,,34.900002,18.68,22.020398999999998,335.0,1803.0,46.580002,139.0,55.75,15.45,146.723999,75.150002,79.249702,369.0,78.300003,272.299988,164.899994,1917.0,56.016701,124.900002,364.600006,239.69999700000002,96.800003,521.0,48.099998,19.58,159.5,267.299988
2015-11-18,19.02,68.449997,,35.349998,18.889999,21.973499,337.299988,1809.0,46.91,139.0,55.599998,15.35,145.520004,75.800003,79.2939,372.25,77.800003,272.399994,166.100006,1925.0,55.5,127.0,366.700012,242.5,96.849998,521.0,47.799999,19.75,160.0,269.399994
2015-11-19,19.059998999999998,69.650002,,35.950001,18.93,22.011,338.299988,1832.0,47.880001,135.899994,55.549999,15.45,146.354004,76.099998,79.559097,367.75,77.699997,272.299988,165.199997,1932.0,55.716702000000005,128.899994,362.600006,244.100006,96.699997,523.5,47.75,20.0,158.600006,271.0
2015-11-20,19.209999,69.699997,,37.049999,18.959999,21.382601,339.799988,1845.0,47.959998999999996,136.399994,55.349998,15.2,147.095001,76.050003,79.8685,362.0,77.900002,274.0,167.399994,1928.0,55.599998,128.800003,369.5,243.899994,96.650002,522.5,47.5,19.85,157.300003,271.0
2015-11-23,18.98,69.099998,,37.299999,18.84,20.7554,337.700012,1834.0,47.68,136.699997,54.950001,15.1,147.651001,75.75,78.5867,366.0,77.0,271.700012,167.399994,1904.0,55.75,129.0,361.799988,246.100006,96.449997,512.0,46.700001,19.68,158.699997,269.100006
2015-11-24,18.950001,67.300003,,36.900002,18.610001,20.456301,333.600006,1804.0,47.009997999999996,134.399994,53.599998,14.95,147.186996,74.800003,77.791199,361.5,74.599998,266.899994,165.0,1872.0,55.5,128.5,353.5,243.5,95.699997,506.0,47.0,19.43,154.5,263.399994
2015-11-25,19.209999,68.699997,,37.650002,18.790001,21.344,339.700012,1840.0,48.919998,135.5,55.900002,15.0,150.151993,75.699997,78.05639599999999,372.25,75.599998,271.200012,167.399994,1917.0,57.099998,128.5,356.299988,252.600006,98.150002,506.0,47.900002,19.68,157.5,268.299988
2015-11-26,19.309998999999998,69.0,,37.950001,18.77,21.170401000000002,340.0,1839.0,48.66,136.899994,56.0,14.95,148.854996,76.0,78.18890400000001,370.25,76.5,274.0,168.300003,1934.0,56.383301,129.399994,355.700012,256.0,97.900002,510.5,48.0,19.68,155.899994,271.299988
2015-11-27,19.299999,69.849998,,38.25,18.690001000000002,21.2668,341.5,1845.0,48.869999,137.600006,55.049999,15.0,150.059006,76.400002,78.454102,375.0,76.849998,275.5,168.0,1950.0,56.966702000000005,129.300003,357.399994,258.899994,98.300003,513.0,48.700001,19.799999,153.399994,272.100006
2015-11-30,19.51,70.400002,,39.200001,18.969998999999998,21.344,344.100006,1857.0,49.240002000000004,139.100006,55.0,15.45,150.615005,76.349998,77.747002,371.5,77.0,275.5,169.300003,1968.0,58.083302,129.800003,361.799988,259.5,98.050003,507.0,50.0,19.75,150.399994,270.899994
2015-12-01,19.139999,70.199997,,39.299999,19.08,21.3923,341.100006,1840.0,49.959998999999996,138.399994,54.599998,15.5,150.244003,76.300003,77.835403,378.0,78.0,276.399994,169.699997,1979.0,58.333302,128.5,364.399994,263.600006,98.050003,506.5,51.0,19.870001000000002,148.699997,269.899994
2015-12-02,19.07,69.800003,,38.950001,19.16,21.6625,341.899994,1847.0,50.0,139.199997,55.5,15.45,149.595993,76.75,77.437599,376.25,77.699997,279.299988,171.0,1989.0,58.216702000000005,129.300003,366.799988,264.5,98.650002,507.0,51.400002,19.91,148.399994,266.899994
2015-12-03,18.790001,69.199997,,38.950001,18.809998999999998,21.527399,337.700012,1822.0,49.950001,137.300003,54.0,15.45,148.761993,75.699997,75.890602,368.5,75.900002,272.600006,168.0,1951.0,57.6833,126.400002,363.399994,265.700012,97.25,499.700012,51.75,19.469998999999998,150.199997,260.399994
2015-12-04,18.6,69.099998,,39.099998,18.52,21.276501,338.100006,1811.0,49.02,136.800003,52.5,15.5,145.42700200000002,75.199997,75.360199,350.0,75.300003,272.399994,167.100006,1940.0,57.983299,125.300003,359.200012,264.5,98.199997,496.299988,51.849998,19.459999,150.899994,258.200012
2015-12-07,18.57,69.699997,,38.799999,18.459999,20.987,338.899994,1834.0,49.459998999999996,137.600006,52.599998,15.7,148.298996,75.349998,75.8022,356.0,75.650002,274.399994,169.899994,1957.0,58.599998,126.699997,361.5,266.700012,98.25,499.299988,51.700001,19.370001000000002,151.5,259.5
2015-12-08,18.209999,68.5,,38.150002,18.25,20.5818,334.0,1837.0,48.139998999999996,135.5,50.900002,15.3,145.983002,74.5,74.829803,353.0,73.349998,271.600006,166.0,1920.0,57.866699,124.199997,350.799988,264.799988,97.5,493.5,50.200001,18.950001,151.899994,256.299988
2015-12-09,18.139999,67.900002,,37.700001,18.25,20.437,337.299988,1825.0,47.400002,135.100006,50.5,15.1,143.945007,73.699997,73.901604,348.5,72.800003,268.5,164.0,1905.0,57.833302,122.900002,344.399994,264.399994,97.449997,488.39999400000005,49.25,18.780001000000002,147.699997,255.80000299999998
2015-12-10,17.950001,67.550003,,30.200001,18.27,20.3309,335.799988,1788.0,47.099998,135.100006,50.25,14.9,143.203995,73.75,74.520401,349.5,72.300003,269.200012,166.5,1870.0,57.75,122.599998,344.399994,264.299988,96.699997,483.200012,49.599998,18.73,148.0,254.19999700000002
2015-12-11,17.67,66.0,,32.150002,17.99,19.6168,332.700012,1763.0,44.93,132.800003,49.810001,14.6,139.49899299999998,72.5,73.857399,342.25,70.550003,266.700012,163.100006,1847.0,57.299999,122.099998,332.600006,259.100006,95.449997,476.200012,49.549999,18.209999,146.800003,250.0
2015-12-14,17.51,65.0,,32.700001,17.93,19.317698999999998,331.399994,1776.0,43.419998,132.5,49.119999,14.45,139.591995,71.550003,72.664001,347.25,69.5,262.600006,161.399994,1835.0,57.400002,121.800003,325.200012,255.600006,94.550003,471.200012,49.25,17.889999,146.600006,245.899994
2015-12-15,17.84,66.800003,,33.450001,18.33,19.954598999999998,335.399994,1822.0,44.41,135.699997,49.790001000000004,14.65,144.779007,73.099998,74.60880300000001,359.25,70.949997,268.299988,166.300003,1871.0,58.200001,124.300003,337.299988,261.899994,97.300003,487.5,50.200001,18.549999,151.199997,250.30000299999998
2015-12-16,17.629998999999998,67.099998,,33.099998,18.459999,20.137898999999997,336.5,1806.0,44.689999,135.5,49.919998,14.65,145.520004,73.199997,74.697197,357.75,72.050003,269.799988,167.899994,1864.0,58.3167,124.599998,344.0,262.399994,97.050003,488.5,49.849998,18.639999,150.899994,249.399994
2015-12-17,17.77,67.5,,33.0,18.85,20.437,336.200012,1808.0,46.25,135.600006,49.580002,14.95,147.46499599999999,73.550003,75.316002,361.75,71.949997,270.100006,167.5,1869.0,58.8167,125.199997,341.200012,267.299988,98.5,494.799988,49.5,19.129998999999998,154.199997,251.0
2015-12-18,17.48,66.849998,,32.849998,18.76,20.5818,333.0,1763.0,45.880001,134.800003,48.57,14.7,145.42700200000002,73.050003,74.918198,357.5,70.900002,268.899994,165.100006,1862.0,59.0,123.599998,336.899994,265.700012,97.599998,492.200012,50.200001,19.23,153.699997,251.69999700000002
2015-12-21,17.4,67.199997,,32.799999,18.530001000000002,20.224701,328.799988,1760.0,44.810001,133.699997,48.259997999999996,14.75,144.315994,72.300003,74.25520300000001,357.0,70.25,268.100006,164.199997,1843.0,59.049999,122.800003,334.799988,264.299988,98.199997,486.0,50.5,18.969998999999998,149.5,250.19999700000002
2015-12-22,17.42,67.599998,,32.5,18.469998999999998,20.2826,328.399994,1767.0,44.959998999999996,134.100006,48.580002,14.75,144.315994,71.449997,73.636398,357.75,70.75,267.200012,164.100006,1860.0,59.616699,123.199997,339.700012,262.399994,97.550003,486.10000599999995,50.549999,18.98,148.0,250.30000299999998
2015-12-23,17.84,68.800003,,33.200001,18.84,20.967699,334.5,1804.0,45.869999,135.5,50.400002,14.85,147.557999,73.349998,75.183403,358.0,71.949997,272.5,166.899994,1891.0,60.049999,125.699997,345.5,265.299988,98.449997,497.299988,50.75,19.309998999999998,149.899994,255.69999700000002
2015-12-28,17.91,68.849998,,33.349998,18.85,20.9195,336.299988,1815.0,46.369999,137.600006,49.830002,15.0,148.761993,73.599998,75.846397,362.0,71.900002,274.100006,167.5,1904.0,60.0667,125.300003,347.399994,265.899994,98.449997,500.0,51.099998,19.41,151.699997,255.0
2015-12-29,18.110001,69.449997,,33.450001,19.120001000000002,21.122101,339.899994,1839.0,46.77,138.5,50.150002,15.35,150.800003,75.150002,77.349197,366.0,72.800003,278.5,168.800003,1930.0,60.450001,127.800003,350.299988,272.899994,99.699997,507.5,51.950001,19.719998999999998,157.100006,259.799988
2015-12-30,17.959999,68.900002,,33.549999,19.01,20.9291,340.200012,1823.0,48.66,137.800003,50.299999,15.4,151.078003,74.550003,76.7304,361.25,72.099998,276.399994,168.0,1911.0,60.333302,127.300003,350.200012,271.299988,98.150002,503.0,51.950001,19.52,157.399994,258.399994
2016-01-04,17.440001000000002,67.0,,32.75,18.4,20.398398999999998,333.399994,1768.0,47.490002000000004,134.600006,48.57,14.8,148.205994,73.550003,75.62539699999999,355.5,69.849998,273.200012,159.800003,1859.0,59.116699,124.800003,335.600006,266.600006,95.75,495.39999400000005,50.900002,19.059998999999998,153.300003,250.19999700000002
2016-01-05,17.33,67.25,,32.599998,18.280001000000002,20.5625,336.700012,1775.0,47.349998,136.300003,48.16,15.05,149.41099499999999,73.800003,76.420998,356.25,69.300003,275.299988,161.300003,1864.0,60.133301,126.5,331.299988,266.799988,96.699997,496.200012,50.400002,19.209999,157.0,250.5
2016-01-06,17.16,66.199997,,31.299999,17.719998999999998,20.350201000000002,330.100006,1768.0,46.220001,133.399994,47.580002,14.95,148.576996,73.050003,75.934799,351.75,68.0,272.0,159.199997,1825.0,59.349998,125.300003,326.200012,266.200012,96.349998,496.799988,50.0,19.030001000000002,157.399994,249.80000299999998
2016-01-07,16.83,63.900002,,30.450001,17.15,19.7519,323.799988,1748.0,44.93,129.899994,46.669998,14.4,145.42700200000002,71.349998,74.476196,344.25,67.0,270.0,155.5,1783.0,58.966702000000005,123.099998,318.799988,261.700012,93.949997,493.200012,47.200001,18.48,149.399994,245.5
2016-01-08,16.43,63.150002,,29.299999,16.860001,19.0282,318.100006,1714.0,44.18,127.699997,46.0,13.95,143.667999,70.300003,72.5756,342.5,66.050003,263.0,152.699997,1757.0,58.583302,122.099998,315.0,257.200012,93.25,488.299988,46.650002,17.459999,147.5,241.399994
2016-01-11,16.360001,62.599998,,28.950001,16.75,18.98,316.100006,1739.0,44.23,128.199997,44.84,14.0,142.834,70.25,71.337997,341.5,65.0,261.0,152.0,1755.0,58.133301,121.599998,313.899994,259.399994,94.25,488.5,46.799999,17.530001000000002,146.100006,248.30000299999998
2016-01-12,16.620001000000002,62.650002,,29.799999,17.08,19.1054,327.0,1765.0,44.970001,129.399994,44.900002,14.05,145.057007,71.800003,72.398804,346.25,65.550003,264.100006,154.5,1811.0,60.650002,122.800003,319.299988,263.200012,95.199997,492.200012,47.049999,17.57,146.199997,252.80000299999998
2016-01-13,16.780001000000002,63.5,,29.799999,17.139999,19.143998999999997,340.100006,1812.0,44.799999,131.100006,45.32,14.15,144.96400500000001,72.599998,73.238602,345.0,65.449997,266.399994,156.399994,1848.0,60.650002,123.699997,320.399994,266.0,96.599998,497.700012,47.150002,17.66,148.399994,255.600006
2016-01-14,16.790001,61.950001,,28.549999,16.940001000000002,18.555401,339.5,1798.0,43.830002,129.699997,44.240002000000004,13.75,142.649002,71.300003,73.017601,356.25,64.650002,262.5,154.800003,1835.0,60.0,122.599998,328.600006,261.799988,95.050003,487.799988,46.299999,17.389999,142.100006,250.0
2016-01-15,16.18,60.099998,,27.25,16.48,18.053698999999998,332.299988,1772.0,42.02,126.5,42.259997999999996,13.4,138.016998,70.099998,71.028603,355.25,63.099998,256.5,151.699997,1770.0,58.450001,118.699997,318.700012,262.299988,92.599998,478.200012,44.25,16.709999,133.0,242.80000299999998
2016-01-18,16.1,59.900002,,27.15,16.299999,17.754499,332.799988,1770.0,41.93,129.100006,42.34,13.55,137.276001,70.050003,71.0728,354.5,62.799999,256.399994,150.600006,1791.0,58.016701,117.0,320.200012,258.200012,92.449997,475.0,45.75,16.75,134.0,242.30000299999998
2016-01-19,16.459999,60.650002,,27.549999,16.68,17.966801,337.200012,1810.0,42.860001000000004,131.600006,42.66,13.95,141.074005,71.25,72.310402,361.25,63.75,259.799988,152.0,1849.0,59.366699,119.599998,325.899994,262.299988,94.199997,482.200012,48.299999,17.040001,138.600006,246.69999700000002
2016-01-20,16.040001,58.549999,,27.0,16.309998999999998,17.069401,327.600006,1751.0,40.919998,126.699997,40.740002000000004,13.5,138.294998,69.599998,70.454002,351.0,62.099998,253.30000299999998,148.5,1847.0,57.616699,118.199997,315.399994,250.30000299999998,90.050003,463.700012,47.25,16.360001,140.100006,220.0
2016-01-21,16.219998999999998,60.299999,,27.450001,16.459999,16.8668,332.0,1763.0,41.32,127.300003,41.650002,14.8,138.479996,70.550003,70.851799,345.75,62.400002,256.700012,150.399994,1889.0,57.633301,119.699997,319.600006,254.0,90.449997,470.5,46.400002,16.469998999999998,134.100006,217.80000299999998
2016-01-22,16.77,61.599998,,28.049999,16.84,17.3589,342.399994,1812.0,42.59,130.100006,44.119999,15.15,143.574997,72.099998,73.282799,352.5,64.349998,265.299988,153.600006,1932.0,58.8167,121.800003,328.200012,256.799988,92.599998,489.0,47.549999,16.83,135.100006,224.399994
2016-01-25,16.620001000000002,61.200001,,27.950001,16.57,17.0308,347.100006,1837.0,42.07,131.100006,42.169998,15.45,146.445999,72.400002,73.282799,359.25,63.75,265.600006,151.300003,1931.0,58.333302,121.5,328.899994,255.899994,92.699997,489.60000599999995,47.5,16.530001000000002,137.5,220.5
2016-01-26,16.950001,61.799999,,28.0,16.67,17.069401,353.100006,1859.0,42.169998,131.699997,42.630001,15.6,145.613007,73.25,73.945801,360.25,64.199997,265.700012,154.699997,1945.0,59.700001,122.900002,338.700012,257.899994,92.650002,491.0,47.799999,16.57,140.399994,221.80000299999998
2016-01-27,17.32,61.599998,,27.450001,16.58,17.2721,357.100006,1870.0,43.119999,132.899994,43.150002,15.9,146.817001,73.900002,71.205399,364.5,65.650002,268.399994,155.199997,1958.0,60.116699,123.800003,341.899994,257.299988,92.650002,498.60000599999995,48.5,16.67,140.699997,225.100006
2016-01-28,17.16,61.200001,,28.0,16.469998999999998,16.886101,355.0,1859.0,42.310001,132.0,42.759997999999996,15.75,143.48199499999998,73.199997,68.465103,355.0,65.150002,258.100006,155.800003,1955.0,60.849998,122.0,343.5,253.899994,92.75,497.89999400000005,48.099998,16.549999,139.5,222.0
2016-01-29,17.57,62.5,,28.049999,16.65,17.368601,361.799988,1907.0,43.25,135.0,42.919998,16.15,144.779007,75.199997,69.393204,368.25,66.25,263.899994,156.399994,1983.0,60.950001,122.599998,348.399994,259.600006,94.800003,507.5,49.599998,16.83,142.5,225.80000299999998
2016-02-01,17.540001,61.900002,,28.049999,16.57,16.9247,363.5,1908.0,42.07,134.899994,42.139998999999996,16.15,145.33500700000002,75.599998,69.393204,367.0,66.0,264.299988,158.699997,1958.0,61.299999,124.199997,348.299988,259.200012,94.099998,506.0,48.950001,16.68,142.800003,224.5
2016-02-02,17.35,59.650002,,28.85,16.35,16.297501,359.5,1908.0,40.709998999999996,133.0,40.369999,15.05,144.59399399999998,75.5,68.730301,367.25,64.199997,260.700012,157.600006,1929.0,61.450001,121.800003,338.899994,256.600006,92.800003,501.0,49.5,15.54,142.5,219.600006
2016-02-03,17.26,59.5,,28.450001,16.309998999999998,15.9501,359.100006,1919.0,39.009997999999996,132.100006,39.889998999999996,15.05,142.649002,75.199997,67.53690300000001,364.75,64.599998,257.299988,157.600006,1926.0,61.516701,120.800003,334.299988,252.5,91.349998,502.5,48.799999,15.44,142.300003,215.0
2016-02-04,17.530001000000002,59.950001,,28.4,16.299999,14.2133,357.700012,1877.0,39.43,131.899994,38.599998,14.95,139.591995,74.400002,65.8573,354.5,64.949997,253.5,159.699997,1950.0,61.466702000000005,119.400002,341.399994,246.600006,91.599998,487.89999400000005,47.75,15.34,138.899994,214.30000299999998
2016-02-05,17.6,59.849998,,28.65,16.389999,14.4256,354.299988,1855.0,39.619999,132.199997,39.009997999999996,15.15,135.794006,73.349998,65.326897,352.0,65.5,252.19999700000002,159.600006,1982.0,60.516701,118.5,356.0,241.69999700000002,89.650002,482.5,47.0,15.21,132.199997,213.399994
2016-02-08,16.9,56.900002,,26.1,15.94,13.7019,341.799988,1815.0,37.939999,128.600006,35.91,14.6,129.031998,72.849998,63.4263,335.75,63.700001,245.100006,155.300003,1946.0,59.3167,116.300003,350.5,233.5,87.900002,474.60000599999995,43.349998,14.55,124.0,206.899994
2016-02-09,16.530001000000002,55.150002,,25.65,15.56,12.5536,339.0,1798.0,36.900002,128.100006,34.139998999999996,13.9,128.291,71.699997,62.232898999999996,331.0,62.5,241.80000299999998,153.100006,1892.0,57.666698,113.400002,333.899994,225.899994,86.099998,466.0,41.950001,13.73,123.699997,199.399994
2016-02-10,16.65,56.0,,25.950001,15.81,12.9685,343.799988,1792.0,38.639998999999996,128.0,35.990002000000004,13.95,131.533005,72.849998,63.558899,347.0,62.950001,245.5,155.600006,1872.0,58.583302,114.400002,329.399994,230.80000299999998,88.199997,472.39999400000005,44.099998,14.47,128.600006,205.5
2016-02-11,16.129998999999998,53.75,,25.5,15.34,11.8782,335.5,1744.0,36.950001,124.400002,34.060001,13.8,125.790001,70.849998,61.481499,329.5,60.75,240.69999700000002,151.100006,1830.0,57.599998,111.400002,314.100006,221.0,84.75,458.200012,42.099998,13.8,125.599998,200.0
2016-02-12,16.57,53.799999,,25.700001,15.64,12.6405,345.399994,1765.0,38.34,126.599998,35.34,13.75,127.920998,71.900002,62.6749,339.25,62.400002,244.30000299999998,154.5,1870.0,58.849998,113.099998,324.0,224.80000299999998,86.0,467.89999400000005,42.450001,14.5,128.5,205.600006
2016-02-15,17.110001,55.700001,,27.0,16.07,12.9782,359.0,1811.0,39.650002,130.800003,36.98,14.2,131.070007,73.599998,63.8241,347.5,64.75,250.19999700000002,160.5,1922.0,60.666698,116.199997,335.600006,230.899994,89.449997,480.799988,44.450001,14.8,132.100006,211.30000299999998
2016-02-16,17.190001000000002,55.5,,26.6,16.24,12.7948,358.100006,1824.0,39.689999,130.0,36.240002000000004,14.3,130.14399699999998,73.050003,63.912498,345.25,64.699997,248.5,160.600006,1932.0,61.3167,116.199997,340.5,230.600006,89.150002,479.0,44.599998,14.67,132.899994,209.300003
2016-02-17,17.75,56.849998,,28.0,15.79,13.1036,359.0,1858.0,40.66,131.699997,38.540001000000004,14.85,135.238007,74.099998,64.3545,353.5,67.0,251.0,163.800003,1972.0,62.383301,117.199997,350.299988,238.0,91.349998,488.299988,44.75,15.15,139.600006,215.100006
2016-02-18,17.83,59.200001,,29.200001,15.91,12.901,360.899994,1864.0,40.59,132.699997,38.509997999999996,15.0,136.720001,71.349998,65.01750200000001,357.25,66.199997,256.299988,165.0,1988.0,63.133301,118.699997,344.700012,239.899994,92.900002,493.799988,45.75,14.88,140.600006,214.80000299999998
2016-02-19,17.73,58.349998,,28.25,15.87,12.6405,359.5,1870.0,40.389998999999996,131.600006,37.990002000000004,14.7,136.442001,70.849998,64.708099,356.25,65.0,255.69999700000002,165.199997,1978.0,64.150002,118.800003,341.600006,237.80000299999998,91.650002,482.700012,46.75,14.79,142.0,212.80000299999998
