:LABEL	anzeige_name:string	anzeige_name_de:string	anzeige_name_fr:string	name:string	name_de:string	name_fr:string	id:ID(parlamentarier_id)	nachname:string	vorname:string	vorname_kurz:string	zweiter_vorname:string	rat_id:int	kanton_id:int	kommissionen:string	partei_id:int	parteifunktion:string	fraktion_id:int	fraktionsfunktion:string	im_rat_seit:date	im_rat_bis:date	ratswechsel:date	ratsunterbruch_von:date	ratsunterbruch_bis:date	beruf:string	beruf_fr:string	beruf_interessengruppe_id:int	titel:string	aemter:string	weitere_aemter:string	zivilstand:string	anzahl_kinder:int	militaerischer_grad_id:int	geschlecht:string	geburtstag:date	photo_dateiname:string	photo_dateierweiterung:string	photo_dateiname_voll:string	photo_mime_type:string	kleinbild:string	sitzplatz:int	homepage:string	homepage_2:string	parlament_biografie_id:int	parlament_number:int	parlament_beruf_json:string	parlament_interessenbindungen:string	parlament_interessenbindungen_json:string	parlament_interessenbindungen_updated:localdatetime	twitter_name:string	linkedin_profil_url:string	xing_profil_name:string	facebook_name:string	wikipedia:string	sprache:string	arbeitssprache:string	adresse_firma:string	adresse_plz:string	adresse_ort:string	erfasst:string	freigabe_datum:localdatetime	beruf_de:string	von:date	bis:date	aktiv:int	geburtstag_unix:long	im_rat_seit_unix:long	im_rat_bis_unix:long	freigabe_datum_unix:long	von_unix:long	bis_unix:long
Parlamentarier	"Carobbio Guscetti, Marina"	"Carobbio Guscetti, Marina"	"Carobbio Guscetti, Marina"	"Marina Carobbio Guscetti"	"Marina Carobbio Guscetti"	"Marina Carobbio Guscetti"	4	"Carobbio Guscetti"	"Marina"			2	21	"Del I-V, FK-SR, RedK-V, SGK-SR, WBK-SR"	3	"mitglied"	3	"mitglied"	2007-06-04		2019-12-02			"Ärztin"	"Médecin"	4	"Medico, FMH medicina interna generale"	"Deputata in Gran Consiglio: da aprile 1991 a marzo 2007"	"Membro di diritto direzione PS-Ticino; Vicepresidente PS Svizzero: da marzo 2008 al 17 ottobre 2020;"	"verheiratet"	2		"F"	1966-06-12					"2666.jpg"	169	"http://www.marinacarobbio.ch"		3830	2666	"[{""bis"": null, ""von"": ""2019-11-30"", ""lang"": ""de"", ""beruf"": ""Medico"", ""jobtitel"": null, ""arbeitgeber"": null}]"	"<table border='0'><thead><tr><th>Name</th><th>Rechtsform</th><th><abbr title='Gremium'>Gr.</abbr></th><th><abbr title='Funktion'>F.</abbr></th><th><abbr title='Bezahlung: 0=ehrenamtlich, 1=bezahlt'>Bez.</abbr></th></tr></thead>\n<tbody>\n<tr><td>Moesamed SA, Roveredo</td><td><abbr title='Aktiengesellschaft'>AG</abbr></td><td><abbr title='Generalversammlung'>GV</abbr></td><td><abbr title='Mitglied'>M</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n<tr><td>Fondazione Casa Astra, Mendrisio</td><td><abbr title='Stiftung'>Stift.</abbr></td><td><abbr title='Stiftungsrat'>Sr.</abbr></td><td><abbr title='Mitglied'>M</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n<tr><td>Johanna Spyri-Stiftung, Zürich</td><td><abbr title='Stiftung'>Stift.</abbr></td><td><abbr title='Stiftungsrat'>Sr.</abbr></td><td><abbr title='Mitglied'>M</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n<tr><td>Stiftung Fairmed, Bern</td><td><abbr title='Stiftung'>Stift.</abbr></td><td><abbr title='Stiftungsrat'>Sr.</abbr></td><td><abbr title='Mitglied'>M</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n<tr><td>Bibliomedia Schweiz, Berna</td><td><abbr title='Stiftung'>Stift.</abbr></td><td><abbr title='Stiftungsrat'>Sr.</abbr></td><td><abbr title='Berater(in)'>Ber.</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n<tr><td>Sindacato svizzero dei servizi pubblici (VPOD), regione Ticino</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Vorstand'>V</abbr></td><td><abbr title='Ersatzmitglied'>EM</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n<tr><td>Iniziativa delle Alpi</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Vorstand'>V</abbr></td><td><abbr title='Vizepräsident(in)'>VP</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n<tr><td>Cancro infantile in Svizzera / Kinderkrebs Schweiz</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Geschäftsleitung/Vorstand'>GL, V</abbr></td><td><abbr title='Mitglied'>M</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n<tr><td>Helvetas, Zürich</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Beirat'>Bei.</abbr></td><td><abbr title='Mitglied'>M</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n<tr><td>Hommage 2021 / Omaggio 2021</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Vorstand'>V</abbr></td><td><abbr title='Präsident(in)'>P</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n<tr><td>Donne di pace nel mondo/ FriedensFrauen Weltweit</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Ausschuss'>A</abbr></td><td><abbr title='Mitglied'>M</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n<tr><td>Palliative ch</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Vorstand'>V</abbr></td><td><abbr title='Präsident(in)'>P</abbr></td><td><abbr title='bezahlt'>1</abbr></td></tr>\n<tr><td>Soccorso operaio svizzero SOS-SAH-OSEO, Berna</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Ausschuss'>A</abbr></td><td><abbr title='Präsident(in)'>P</abbr></td><td><abbr title='bezahlt'>1</abbr></td></tr>\n<tr><td>Associazione aiuto medico al Centro America, Giubiasco</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Vorstand'>V</abbr></td><td><abbr title='Vizepräsident(in)'>VP</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n</tbody>\n</table>"	"[{""Name"": ""Moesamed SA, Roveredo"", ""Gremium"": ""GV"", ""Funktion"": ""M"", ""Bezahlung"": 0, ""Rechtsform"": ""AG"", ""GremiumLong"": ""Generalversammlung"", ""FunktionLong"": ""Mitglied"", ""RechtsformLong"": ""Aktiengesellschaft""}, {""Name"": ""Fondazione Casa Astra, Mendrisio"", ""Gremium"": ""Sr."", ""Funktion"": ""M"", ""Bezahlung"": 0, ""Rechtsform"": ""Stift."", ""GremiumLong"": ""Stiftungsrat"", ""FunktionLong"": ""Mitglied"", ""RechtsformLong"": ""Stiftung""}, {""Name"": ""Johanna Spyri-Stiftung, Zürich"", ""Gremium"": ""Sr."", ""Funktion"": ""M"", ""Bezahlung"": 0, ""Rechtsform"": ""Stift."", ""GremiumLong"": ""Stiftungsrat"", ""FunktionLong"": ""Mitglied"", ""RechtsformLong"": ""Stiftung""}, {""Name"": ""Stiftung Fairmed, Bern"", ""Gremium"": ""Sr."", ""Funktion"": ""M"", ""Bezahlung"": 0, ""Rechtsform"": ""Stift."", ""GremiumLong"": ""Stiftungsrat"", ""FunktionLong"": ""Mitglied"", ""RechtsformLong"": ""Stiftung""}, {""Name"": ""Bibliomedia Schweiz, Berna"", ""Gremium"": ""Sr."", ""Funktion"": ""Ber."", ""Bezahlung"": 0, ""Rechtsform"": ""Stift."", ""GremiumLong"": ""Stiftungsrat"", ""FunktionLong"": ""Berater(in)"", ""RechtsformLong"": ""Stiftung""}, {""Name"": ""Sindacato svizzero dei servizi pubblici (VPOD), regione Ticino"", ""Gremium"": ""V"", ""Funktion"": ""EM"", ""Bezahlung"": 0, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Vorstand"", ""FunktionLong"": ""Ersatzmitglied"", ""RechtsformLong"": ""Verein""}, {""Name"": ""Iniziativa delle Alpi"", ""Gremium"": ""V"", ""Funktion"": ""VP"", ""Bezahlung"": 0, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Vorstand"", ""FunktionLong"": ""Vizepräsident(in)"", ""RechtsformLong"": ""Verein""}, {""Name"": ""Cancro infantile in Svizzera / Kinderkrebs Schweiz"", ""Gremium"": ""GL, V"", ""Funktion"": ""M"", ""Bezahlung"": 0, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Geschäftsleitung/Vorstand"", ""FunktionLong"": ""Mitglied"", ""RechtsformLong"": ""Verein""}, {""Name"": ""Helvetas, Zürich"", ""Gremium"": ""Bei."", ""Funktion"": ""M"", ""Bezahlung"": 0, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Beirat"", ""FunktionLong"": ""Mitglied"", ""RechtsformLong"": ""Verein""}, {""Name"": ""Hommage 2021 / Omaggio 2021"", ""Gremium"": ""V"", ""Funktion"": ""P"", ""Bezahlung"": 0, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Vorstand"", ""FunktionLong"": ""Präsident(in)"", ""RechtsformLong"": ""Verein""}, {""Name"": ""Donne di pace nel mondo/ FriedensFrauen Weltweit"", ""Gremium"": ""A"", ""Funktion"": ""M"", ""Bezahlung"": 0, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Ausschuss"", ""FunktionLong"": ""Mitglied"", ""RechtsformLong"": ""Verein""}, {""Name"": ""Palliative ch"", ""Gremium"": ""V"", ""Funktion"": ""P"", ""Bezahlung"": 1, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Vorstand"", ""FunktionLong"": ""Präsident(in)"", ""RechtsformLong"": ""Verein""}, {""Name"": ""Soccorso operaio svizzero SOS-SAH-OSEO, Berna"", ""Gremium"": ""A"", ""Funktion"": ""P"", ""Bezahlung"": 1, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Ausschuss"", ""FunktionLong"": ""Präsident(in)"", ""RechtsformLong"": ""Verein""}, {""Name"": ""Associazione aiuto medico al Centro America, Giubiasco"", ""Gremium"": ""V"", ""Funktion"": ""VP"", ""Bezahlung"": 0, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Vorstand"", ""FunktionLong"": ""Vizepräsident(in)"", ""RechtsformLong"": ""Verein""}]"	2020-12-04T21:05:11				"marina.carobbio"	"https://de.wikipedia.org/wiki/Marina_Carobbio_Guscetti"	"it"	"de"		6533	"Lumino"	"Ja"	2020-06-15T10:55:11	"Ärztin"	2007-06-04		1	"0"	1180908000		1592211311	1180908000	
Parlamentarier	"de Courten, Thomas"	"de Courten, Thomas"	"de Courten, Thomas"	"Thomas Jan de Courten"	"Thomas Jan de Courten"	"Thomas Jan de Courten"	6	"de Courten"	"Thomas"		"Jan"	1	13	"GPK-NR, IK-NR, SGK-NR"	5	"mitglied"	5	"mitglied"	2011-12-05					"Selbständiger Unternehmer"	"Entrepreneur indépendant"	23	"Eidg. Dipl. Betriebsökonom HWV"	"Legislative des Kantons: von März 2003 bis Dezember 2011; Präsident Volkswirtschaftskommission und Gesundheitskommission des Landrates Basel-Landschaft"	"Parteivorstand SVP Schweiz; Parteileitung SVP Baselland; Vizepräsident SVP Gelterkinden und Umgebung"	"verheiratet"	3	16	"M"	1966-07-29					"2757.jpg"	54	"http://www.decourten.info"		4051	2757	"[{""bis"": null, ""von"": ""2011-12-05"", ""lang"": ""de"", ""beruf"": ""Unternehmer"", ""jobtitel"": null, ""arbeitgeber"": null}]"	"<table border='0'><thead><tr><th>Name</th><th>Rechtsform</th><th><abbr title='Gremium'>Gr.</abbr></th><th><abbr title='Funktion'>F.</abbr></th><th><abbr title='Bezahlung: 0=ehrenamtlich, 1=bezahlt'>Bez.</abbr></th></tr></thead>\n<tbody>\n<tr><td>Autobus AG Liestal (AAGL), Liestal</td><td><abbr title='Aktiengesellschaft'>AG</abbr></td><td><abbr title='Verwaltungsrat'>VR</abbr></td><td><abbr title='Vizepräsident(in)'>VP</abbr></td><td><abbr title='bezahlt'>1</abbr></td></tr>\n<tr><td>politcom, Agentur für politische Kommunikation und Public Affairs, Liestal</td><td><abbr title='Einfache Gesellschaft'>EG</abbr></td><td><abbr title='Keine Angaben'>-</abbr></td><td><abbr title='Geschäftsführer(in)'>Gf.</abbr></td><td><abbr title='bezahlt'>1</abbr></td></tr>\n<tr><td>IG biomedizinische Forschung und Innovation</td><td><abbr title='Einfache Gesellschaft'>EG</abbr></td><td><abbr title='Keine Angaben'>-</abbr></td><td><abbr title='Mitglied'>M</abbr></td><td><abbr title='bezahlt'>1</abbr></td></tr>\n<tr><td>Raiffeisenbank Liestal-Oberbaselbiet, Liestal-Sissach-Gelterkinden</td><td><abbr title='Genossenschaft'>Gen.</abbr></td><td><abbr title='Verwaltungsrat'>VR</abbr></td><td><abbr title='Vizepräsident(in)'>VP</abbr></td><td><abbr title='bezahlt'>1</abbr></td></tr>\n<tr><td>Elektra Baselland (EBL), Liestal</td><td><abbr title='Genossenschaft'>Gen.</abbr></td><td><abbr title='Verwaltungsrat'>VR</abbr></td><td><abbr title='Vizepräsident(in)'>VP</abbr></td><td><abbr title='bezahlt'>1</abbr></td></tr>\n<tr><td>ASGA Pensionskasse</td><td><abbr title='Genossenschaft'>Gen.</abbr></td><td><abbr title='Verwaltungsrat'>VR</abbr></td><td><abbr title='Mitglied'>M</abbr></td><td><abbr title='bezahlt'>1</abbr></td></tr>\n<tr><td>Salex GmbH, Rünenberg</td><td><abbr title='Gesellschaft mit beschränkter Haftung'>GmbH</abbr></td><td><abbr title='Geschäftsleitung'>GL</abbr></td><td><abbr title='Gesellschafter(in)'>Gs.</abbr></td><td><abbr title='bezahlt'>1</abbr></td></tr>\n<tr><td>Stiftung Schweizerische Wildtierwarte, Niedergösgen</td><td><abbr title='Stiftung'>Stift.</abbr></td><td><abbr title='Stiftungsrat'>Sr.</abbr></td><td><abbr title='Mitglied'>M</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n<tr><td>Schweizer Paraplegiker-Stiftung, Nottwil</td><td><abbr title='Stiftung'>Stift.</abbr></td><td><abbr title='Beirat'>Bei.</abbr></td><td><abbr title='Mitglied'>M</abbr></td><td><abbr title='bezahlt'>1</abbr></td></tr>\n<tr><td>Intergenerika, Liestal</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Vorstand'>V</abbr></td><td><abbr title='Präsident(in)'>P</abbr></td><td><abbr title='bezahlt'>1</abbr></td></tr>\n<tr><td>Komitee für ein selbständiges Baselbiet</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Vorstand'>V</abbr></td><td><abbr title='Co-Präsident(in)'>Co-Präs.</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n<tr><td>SWISS REHA (Politischer Beirat)</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Beirat'>Bei.</abbr></td><td><abbr title='Mitglied'>M</abbr></td><td><abbr title='bezahlt'>1</abbr></td></tr>\n<tr><td>Verband Schweiz. Bürgergemeinden und Korporationen</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Vorstand'>V</abbr></td><td><abbr title='Mitglied'>M</abbr></td><td><abbr title='ehrenamtlich'>0</abbr></td></tr>\n<tr><td>SPEDLOGSWISS, Basel</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Vorstand'>V</abbr></td><td><abbr title='Präsident(in)'>P</abbr></td><td><abbr title='bezahlt'>1</abbr></td></tr>\n<tr><td>Swisscable, Verband für Kommunikationsnetze, Bern (Parlamentarischer Beirat)</td><td><abbr title='Verein'>Ve.</abbr></td><td><abbr title='Beirat'>Bei.</abbr></td><td><abbr title='Mitglied'>M</abbr></td><td><abbr title='bezahlt'>1</abbr></td></tr>\n</tbody>\n</table>"	"[{""Name"": ""Autobus AG Liestal (AAGL), Liestal"", ""Gremium"": ""VR"", ""Funktion"": ""VP"", ""Bezahlung"": 1, ""Rechtsform"": ""AG"", ""GremiumLong"": ""Verwaltungsrat"", ""FunktionLong"": ""Vizepräsident(in)"", ""RechtsformLong"": ""Aktiengesellschaft""}, {""Name"": ""politcom, Agentur für politische Kommunikation und Public Affairs, Liestal"", ""Gremium"": ""-"", ""Funktion"": ""Gf."", ""Bezahlung"": 1, ""Rechtsform"": ""EG"", ""GremiumLong"": ""Keine Angaben"", ""FunktionLong"": ""Geschäftsführer(in)"", ""RechtsformLong"": ""Einfache Gesellschaft""}, {""Name"": ""IG biomedizinische Forschung und Innovation"", ""Gremium"": ""-"", ""Funktion"": ""M"", ""Bezahlung"": 1, ""Rechtsform"": ""EG"", ""GremiumLong"": ""Keine Angaben"", ""FunktionLong"": ""Mitglied"", ""RechtsformLong"": ""Einfache Gesellschaft""}, {""Name"": ""Raiffeisenbank Liestal-Oberbaselbiet, Liestal-Sissach-Gelterkinden"", ""Gremium"": ""VR"", ""Funktion"": ""VP"", ""Bezahlung"": 1, ""Rechtsform"": ""Gen."", ""GremiumLong"": ""Verwaltungsrat"", ""FunktionLong"": ""Vizepräsident(in)"", ""RechtsformLong"": ""Genossenschaft""}, {""Name"": ""Elektra Baselland (EBL), Liestal"", ""Gremium"": ""VR"", ""Funktion"": ""VP"", ""Bezahlung"": 1, ""Rechtsform"": ""Gen."", ""GremiumLong"": ""Verwaltungsrat"", ""FunktionLong"": ""Vizepräsident(in)"", ""RechtsformLong"": ""Genossenschaft""}, {""Name"": ""ASGA Pensionskasse"", ""Gremium"": ""VR"", ""Funktion"": ""M"", ""Bezahlung"": 1, ""Rechtsform"": ""Gen."", ""GremiumLong"": ""Verwaltungsrat"", ""FunktionLong"": ""Mitglied"", ""RechtsformLong"": ""Genossenschaft""}, {""Name"": ""Salex GmbH, Rünenberg"", ""Gremium"": ""GL"", ""Funktion"": ""Gs."", ""Bezahlung"": 1, ""Rechtsform"": ""GmbH"", ""GremiumLong"": ""Geschäftsleitung"", ""FunktionLong"": ""Gesellschafter(in)"", ""RechtsformLong"": ""Gesellschaft mit beschränkter Haftung""}, {""Name"": ""Stiftung Schweizerische Wildtierwarte, Niedergösgen"", ""Gremium"": ""Sr."", ""Funktion"": ""M"", ""Bezahlung"": 0, ""Rechtsform"": ""Stift."", ""GremiumLong"": ""Stiftungsrat"", ""FunktionLong"": ""Mitglied"", ""RechtsformLong"": ""Stiftung""}, {""Name"": ""Schweizer Paraplegiker-Stiftung, Nottwil"", ""Gremium"": ""Bei."", ""Funktion"": ""M"", ""Bezahlung"": 1, ""Rechtsform"": ""Stift."", ""GremiumLong"": ""Beirat"", ""FunktionLong"": ""Mitglied"", ""RechtsformLong"": ""Stiftung""}, {""Name"": ""Intergenerika, Liestal"", ""Gremium"": ""V"", ""Funktion"": ""P"", ""Bezahlung"": 1, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Vorstand"", ""FunktionLong"": ""Präsident(in)"", ""RechtsformLong"": ""Verein""}, {""Name"": ""Komitee für ein selbständiges Baselbiet"", ""Gremium"": ""V"", ""Funktion"": ""Co-Präs."", ""Bezahlung"": 0, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Vorstand"", ""FunktionLong"": ""Co-Präsident(in)"", ""RechtsformLong"": ""Verein""}, {""Name"": ""SWISS REHA (Politischer Beirat)"", ""Gremium"": ""Bei."", ""Funktion"": ""M"", ""Bezahlung"": 1, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Beirat"", ""FunktionLong"": ""Mitglied"", ""RechtsformLong"": ""Verein""}, {""Name"": ""Verband Schweiz. Bürgergemeinden und Korporationen"", ""Gremium"": ""V"", ""Funktion"": ""M"", ""Bezahlung"": 0, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Vorstand"", ""FunktionLong"": ""Mitglied"", ""RechtsformLong"": ""Verein""}, {""Name"": ""SPEDLOGSWISS, Basel"", ""Gremium"": ""V"", ""Funktion"": ""P"", ""Bezahlung"": 1, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Vorstand"", ""FunktionLong"": ""Präsident(in)"", ""RechtsformLong"": ""Verein""}, {""Name"": ""Swisscable, Verband für Kommunikationsnetze, Bern (Parlamentarischer Beirat)"", ""Gremium"": ""Bei."", ""Funktion"": ""M"", ""Bezahlung"": 1, ""Rechtsform"": ""Ve."", ""GremiumLong"": ""Beirat"", ""FunktionLong"": ""Mitglied"", ""RechtsformLong"": ""Verein""}]"	2020-12-04T21:05:11		"https://www.linkedin.com/in/thomas-de-courten-99b96256/"	"Thomas_deCourten/cv"	"thomas.decourten"	"https://de.wikipedia.org/wiki/Thomas_de_Courten"	"de"	"de"		4497	"Rünenberg"	"Ja"	2019-09-16T09:35:55	"Selbständiger Unternehmer"	2011-12-05		1	"0"	1323039600		1568619355	1323039600	
