:TYPE	id:int	interessenbindung_id:int	jahr:int	verguetung:int	beschreibung:string	quelle_url:string	quelle_url_gueltig:int	quelle:string	freigabe_datum:localdatetime	parlamentarier_id:END_ID(parlamentarier_id)	organisation_id:START_ID(organisation_id)
VERGUETED	2140	1273	2019	"0"	"Ehrenamtlich"	"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48	210	1504
VERGUETED	2141	7291	2019	"0"	"Ehrenamtlich"	"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48	210	6611
VERGUETED	2143	3971	2019	"0"	"Jährliche Investition von C. Wasserfallen:2500 Fr./Jahr"	"https://wasserfallen.news/transparenz/"		"Autorisierungsmail C. Wasserfallen 26.10.2020"	2020-11-30T14:35:48	210	3893
VERGUETED	2145	755	2019	14000		"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48	210	154
VERGUETED	2147	7130	2019	90000		"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48	210	6535
VERGUETED	2148	753	2019	5000		"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48	210	1005
VERGUETED	2149	5653	2019	10000		"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48	210	5538
VERGUETED	2150	5652	2019	65000		"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48	210	5537
VERGUETED	2152	6824	2019	20000				"Mail Kuprecht 3.9.19"	2020-03-08T22:13:36	34	335
VERGUETED	2154	650	2019	25000				"Mail Jans 29.08.19"	2020-04-04T19:55:18	122	856
VERGUETED	2155	6708	2019	2000				"Mail Jans 29.08.19"	2020-04-04T19:55:18	122	59
VERGUETED	2156	5505	2019	2500				"Mail Jans 29.08.19"	2020-04-04T19:55:18	122	674
VERGUETED	2157	4689	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	1064
VERGUETED	2158	4690	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	173
VERGUETED	2159	4691	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	265
VERGUETED	2160	4039	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	989
VERGUETED	2161	4692	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	4974
VERGUETED	2162	4694	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	4975
VERGUETED	2163	4693	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	4565
VERGUETED	2164	4046	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	3965
VERGUETED	2165	4044	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	3964
VERGUETED	2166	4695	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	4694
VERGUETED	2167	4041	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	576
VERGUETED	2168	4038	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	1063
VERGUETED	2169	4045	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	3404
VERGUETED	2170	4699	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	4977
VERGUETED	2171	4043	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	674
VERGUETED	2172	4701	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	4201
VERGUETED	2173	2863	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	2956
VERGUETED	2174	4702	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	71
VERGUETED	2175	4040	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	580
VERGUETED	2176	4042	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	602
VERGUETED	2178	1251	2019	"0"	"Ehrenamtlich"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	1504
VERGUETED	2181	4037	2019	"0"	"Ehrenamtlich"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	3963
VERGUETED	2182	4035	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26	98	3962
VERGUETED	2183	5743	2019	5000				"Mail Kälin 29.08.19"	2020-11-23T09:25:38	329	5631
VERGUETED	2184	6053	2019	200				"Mail Töngi 30.07.19"	2020-04-16T09:04:14	334	5662
VERGUETED	2185	6050	2019	1000				"Mail Töngi 30.07.19"	2020-04-16T09:04:14	334	884
VERGUETED	2186	6872	2019	3000				"Mail Töngi 30.07.19"	2020-04-16T09:04:14	334	580
VERGUETED	2187	6062	2019	300				"Mail Töngi 30.07.19"	2020-04-16T09:04:14	334	5809
VERGUETED	2188	7316	2019	800				"Mail Töngi 30.07.19"	2020-04-16T09:04:14	334	347
VERGUETED	2189	1789	2019	104000				"Mail Ritter 29.08.19"	2020-04-16T10:12:54	178	47
VERGUETED	2190	6341	2019	750		"http://www.assembly.coe.int/nw/xml/Forms/View-DeclarationOfInterests.asp?revnum=2019&id=1859"			2020-03-24T08:29:07	188	3471
VERGUETED	2191	4613	2019	30000		"http://www.assembly.coe.int/nw/xml/Forms/View-DeclarationOfInterests.asp?revnum=2019&id=1859"			2020-03-24T08:29:07	188	1740
VERGUETED	2192	4293	2019	25000		"http://www.assembly.coe.int/nw/xml/Forms/View-DeclarationOfInterests.asp?revnum=2019&id=1859"			2020-03-24T08:29:07	188	4318
VERGUETED	2194	4610	2019	6000		"http://www.assembly.coe.int/nw/xml/Forms/View-DeclarationOfInterests.asp?revnum=2019&id=1859"			2020-03-24T08:29:07	188	657
VERGUETED	2195	4621	2019	750		"http://www.assembly.coe.int/nw/xml/Forms/View-DeclarationOfInterests.asp?revnum=2019&id=1859"			2020-03-24T08:29:07	188	4392
VERGUETED	2196	3603	2019	3259				"Mail Steinemann 7.8.19"	2019-09-04T17:33:41	306	3518
VERGUETED	2197	4922	2019	1500				"Mail Steinemann 7.8.19"	2019-09-04T17:33:41	306	3676
VERGUETED	2230	4122	2019	1500	"Spesen"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4057
VERGUETED	2231	3322	2019	800	"400 bis 800 CHF pro Jahr (200 CHF pro Sitzung inkl. Spesen)"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04	195	3326
VERGUETED	2232	4124	2019	5252		"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4058
VERGUETED	2233	3324	2019	200	"50 CHF pro Sitzung inkl. Spesen"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04	195	3328
VERGUETED	2234	3327	2019	800	"400 CHF pro Sitzung"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04	195	3330
VERGUETED	2235	4711	2019	12000	"Zusätzlich 3000.- Spesen"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4985
VERGUETED	2236	3328	2019	10000	"inkl. Spesen"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04	195	3331
VERGUETED	2237	5506	2019	5040	"Spesen"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	877
VERGUETED	2238	3323	2019	30000	"inkl. Spesen"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04	195	3327
VERGUETED	2239	4712	2019	9378	"Zusätzlich 500.- Spesen"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4987
VERGUETED	2240	5990	2019	"0"	"Ehrenamtlich"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04	195	5754
VERGUETED	2241	2474	2019	"0"	"Ehrenamtlich"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04	195	2680
VERGUETED	2242	5000	2019	"0"	"Ehrenamtlich"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04	195	5200
VERGUETED	2243	3326	2019	"0"	"Ehrenamtlich"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04	195	3329
VERGUETED	2244	2053	2019	250	"inkl. Spesen"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04	195	98
VERGUETED	2245	4719	2019	"0"	"Ehrenamtlich"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	340
VERGUETED	2247	4152	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4073
VERGUETED	2248	4149	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4070
VERGUETED	2249	4148	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4069
VERGUETED	2250	4147	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4986
VERGUETED	2251	4146	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4067
VERGUETED	2252	4705	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4584
VERGUETED	2253	4706	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4303
VERGUETED	2254	7329	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	6638
VERGUETED	2255	7332	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	6640
VERGUETED	2256	4129	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	130
VERGUETED	2257	4130	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	381
VERGUETED	2258	4131	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	1064
VERGUETED	2259	4132	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	989
VERGUETED	2260	4133	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	580
VERGUETED	2261	4134	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	2956
VERGUETED	2262	4137	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	576
VERGUETED	2263	4138	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	604
VERGUETED	2264	4139	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4060
VERGUETED	2265	4140	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4061
VERGUETED	2266	4141	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4062
VERGUETED	2267	4142	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4063
VERGUETED	2268	4144	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4065
VERGUETED	2269	4150	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4071
VERGUETED	2270	4145	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	4066
VERGUETED	2271	4136	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	79
VERGUETED	2272	4135	2019	"0"	"Ehrenamtlich"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04	110	1380
VERGUETED	2273	7305	2019	"0"	"Ehrenamtlich"			"Autorisierungsmail de la Reussille 04.09.2019"	2020-04-13T09:19:56	276	6492
VERGUETED	2274	5260	2019	"0"	"Ehrenamtlich"			"Autorisierungsmail de la Reussille 04.09.2019"	2020-04-13T09:19:56	276	5335
VERGUETED	2275	4781	2019	"0"	"Ehrenamtlich"			"Autorisierungsmail de la Reussille 04.09.2019"	2020-04-13T09:19:56	276	5039
VERGUETED	2276	3110	2019	"0"	"Ehrenamtlich"			"Autorisierungsmail de la Reussille 04.09.2019"	2020-04-13T09:19:56	276	1180
VERGUETED	2277	3111	2019	"0"	"Ehrenamtlich"			"Autorisierungsmail de la Reussille 04.09.2019"	2020-04-13T09:19:56	276	3178
VERGUETED	2278	3112	2019	"0"	"Ehrenamtlich"			"Autorisierungsmail de la Reussille 04.09.2019"	2020-04-13T09:19:56	276	1651
VERGUETED	2279	5683	2019	65	"Sitzungsgeld pro Sitzung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	5555
VERGUETED	2280	5684	2019	60	"Sitzungsgeld pro Sitzung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	5556
VERGUETED	2281	5682	2019	10000	"Plus 60.- Sitzungsgeld pro Sitzung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	5519
VERGUETED	2282	6718	2019	"0"	"Spesenentschädigung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	6119
VERGUETED	2283	5439	2019	500	"Plus 95.- Sitzungsgeld pro Sitzung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	5425
VERGUETED	2284	5685	2019	"0"	"Sitzungsgelder gemäss Reglementen des Kantons"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	5557
VERGUETED	2285	5442	2019	5000	"Plus 150.- Sitzungsgeld pro Sitzung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	5427
VERGUETED	2286	6717	2019	14000	"Plus Sitzungsgelder"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	6118
VERGUETED	2287	5440	2019	500	"Sitzungsgeld pro Tag für die Teilnahme an der Delegiertenversammlung Lungenliga Schweiz"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	5426
VERGUETED	2288	6721	2019	175	"Sitzungsgeld pro Sitzung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	934
VERGUETED	2289	5441	2019	12000				"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	576
VERGUETED	2290	5679	2019	3500	"Tagesentschädigung CHF 200 für ausserordentliche Sitzungen"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	5553
VERGUETED	2291	6719	2019	40	"Sitzungsgeld pro Stunde, Entschädigung über Gemeinderatsmandat"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	44
VERGUETED	2292	6720	2019	100	"Sitzungsgeld pro Sitzung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	166
VERGUETED	2293	5444	2019	"0"	"Ehrenamtlich"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	5429
VERGUETED	2294	7352	2019	"0"	"Ehrenamtlich"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	6552
VERGUETED	2295	2444	2019	"0"	"Ehrenamtlich"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	265
VERGUETED	2296	5680	2019	"0"	"Ehrenamtlich"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	174
VERGUETED	2297	2029	2019	"0"	"Ehrenamtlich"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	2214
VERGUETED	2298	6723	2019	"0"	"Ehrenamtlich"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	5558
VERGUETED	2299	7155	2019	"0"	"Ehrenamtlich"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	6551
VERGUETED	2300	6066	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	5133
VERGUETED	2301	7335	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	6643
VERGUETED	2302	7336	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	6644
VERGUETED	2303	7337	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	6645
VERGUETED	2304	7338	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	611
VERGUETED	2305	7339	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	778
VERGUETED	2306	7340	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	1064
VERGUETED	2307	7341	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	580
VERGUETED	2308	7342	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	989
VERGUETED	2309	7343	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	602
VERGUETED	2310	7344	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	6646
VERGUETED	2311	7345	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	415
VERGUETED	2312	7346	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	179
VERGUETED	2313	7347	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	6647
VERGUETED	2314	7348	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	2810
VERGUETED	2315	7349	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	6648
VERGUETED	2316	7350	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	6649
VERGUETED	2317	7351	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13	187	79
VERGUETED	2320	4389	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	6579
VERGUETED	2321	4384	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	1505
VERGUETED	2324	5384	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	5123
VERGUETED	2325	4876	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	5139
VERGUETED	2326	4381	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	924
VERGUETED	2327	4382	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	4430
VERGUETED	2328	3106	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	3177
VERGUETED	2329	4387	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	2510
VERGUETED	2330	4396	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	407
VERGUETED	2331	4398	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	4438
VERGUETED	2332	3383	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	191
VERGUETED	2333	6218	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	4286
VERGUETED	2334	6219	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	5884
VERGUETED	2335	5196	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	2669
VERGUETED	2336	6733	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	6153
VERGUETED	2337	1112	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	1485
VERGUETED	2338	5465	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	5447
VERGUETED	2339	5995	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	5756
VERGUETED	2341	6255	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	5138
VERGUETED	2342	5234	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	5323
VERGUETED	2343	6548	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	1533
VERGUETED	2344	4519	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	4551
VERGUETED	2345	3276	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	3282
VERGUETED	2346	4818	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	5109
VERGUETED	2347	1260	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	1504
VERGUETED	2348	5360	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	5182
VERGUETED	2349	5109	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09	142	5252
VERGUETED	2352	4391	2019	-1	"bezahlendes Mitglied"			"E-Mail 10.9.19"	2020-11-05T10:50:09	142	4432
VERGUETED	2384	5623	2019	"0"	"Ehrenamtlich"	"https://www.ruedinoser.ch/person/person"			2020-03-09T15:28:11	160	5509
VERGUETED	2385	1293	2019	"0"	"Ehrenamtlich"	"https://www.ruedinoser.ch/person/person"			2020-03-09T15:28:11	160	1514
VERGUETED	2386	1311	2019	"0"	"Ehrenamtlich"	"https://www.ruedinoser.ch/person/person"			2020-03-09T15:28:11	160	1526
VERGUETED	2387	6472	2019	"0"	"Ehrenamtlich"	"https://www.ruedinoser.ch/person/person"			2020-03-09T15:28:11	160	3848
VERGUETED	2389	1385	2019	"0"	"Ehrenamtlich"	"https://www.ruedinoser.ch/person/person"			2020-03-09T15:28:11	160	1535
VERGUETED	2390	6471	2019	"0"	"Ehrenamtlich"	"https://www.ruedinoser.ch/person/person"			2020-03-09T15:28:11	160	6046
VERGUETED	2391	1393	2019	"0"	"Ehrenamtlich"	"https://www.ruedinoser.ch/person/person"			2020-03-09T15:28:11	160	1226
VERGUETED	2393	1609	2019	"0"	"Ehrenamtlich"	"https://www.ruedinoser.ch/person/person"			2020-03-09T15:28:11	160	1681
