id	organisation_id	jahr	umsatz	gewinn	kapital	mitarbeiter_weltweit	mitarbeiter_schweiz	geschaeftsbericht_url	quelle_url	quelle_url_gueltig	quelle	freigabe_datum	freigabe_datum_unix
1	285	2012	56673000000	9618000000				"http://www.novartis.com/downloads/investors/reports/novartis-annual-report-2012-de.pdf"				2014-09-16T00:00:00	1410818400
