id	interessenbindung_id	jahr	verguetung	beschreibung	quelle_url	quelle_url_gueltig	quelle	freigabe_datum
2049	2063	2019	-1	"Bezahlendes Mitglied"			"Mail G. 18.8.19"	2020-04-19T19:29:13
2050	1596	2019	-1	"Bezahlendes Mitglied"			"Mail Birrer-Heimo 21.8.19"	2019-08-25T10:54:11
2051	1595	2019	-1	"Bezahlendes Mitglied"			"Mail Birrer-Heimo 21.8.19"	2019-08-25T10:54:11
2052	1594	2019	-1	"Bezahlendes Mitglied"			"Mail Birrer-Heimo 21.8.19"	2019-08-25T10:54:11
2053	1586	2019	1200	"400 Fr. Pauschalspesen pro Sitzung"			"Mail Birrer-Heimo 21.8.19"	2019-08-25T10:54:11
2054	1587	2019	18000				"Mail Birrer-Heimo 21.8.19"	2019-08-25T10:54:11
2056	1593	2019	"0"	"Ehrenamtlich"			"Mail Birrer-Heimo 21.8.19"	2019-08-25T10:54:11
2057	5448	2019	"0"	"Ehrenamtlich"			"Mail Birrer-Heimo 21.8.19"	2019-08-25T10:54:11
2058	1578	2019	"0"	"Ehrenamtlich"			"Mail Birrer-Heimo 21.8.19"	2019-08-25T10:54:11
2059	6076	2019	"0"	"Ehrenamtlich"			"Mail Birrer-Heimo 21.8.19"	2019-08-25T10:54:11
2061	7081	2019	"0"	"Ehrenamtlich"			"Mail Birrer-Heimo 21.8.19"	2019-08-25T10:54:11
2062	5358	2019	"0"	"Ehrenamtlich"			"Mail Birrer-Heimo 21.8.19"	2019-08-25T10:54:11
2063	1590	2019	"0"	"Ehrenamtlich"			"Mail Birrer-Heimo 21.8.19"	2019-08-25T10:54:11
2064	1579	2019	"0"	"Ehrenamtlich"			"Mail Birrer-Heimo 21.8.19"	2019-08-25T10:54:11
2065	1591	2019	"0"	"Ehrenamtlich"			"Mail Birrer-Heimo 21.8.19"	2019-08-25T10:54:11
2066	2478	2019	5000				"Mail Piller Carrard 26.8.19"	2020-03-07T10:46:17
2067	7162	2019	750	"750 Fr. par séance de conseil d'administration"			"Mail Piller Carrard 26.8.19"	2020-03-07T10:46:17
2069	7164	2019	"0"	"Ehrenamtlich"			"Mail Piller Carrard 26.8.19"	2020-03-07T10:46:17
2071	4181	2019	"0"	"Ehrenamtlich"			"Mail Piller Carrard 26.8.19"	2020-03-07T10:46:17
2072	4872	2019	"0"	"Ehrenamtlich"			"Mail Piller Carrard 26.8.19"	2020-03-07T10:46:17
2073	2477	2019	"0"	"Ehrenamtlich"			"Mail Piller Carrard 26.8.19"	2020-03-07T10:46:17
2074	6632	2019	"0"	"Ehrenamtlich"			"Mail Piller Carrard 26.8.19"	2020-03-07T10:46:17
2075	5868	2019	"0"	"Ehrenamtlich"			"Mail Kuprecht 26.8.19"	2020-03-08T22:13:36
2077	516	2019	"0"	"Ehrenamtlich"			"Mail Kuprecht 26.8.19"	2020-03-08T22:13:36
2078	5088	2019	"0"	"Ehrenamtlich"			"Mail Kuprecht 26.8.19"	2020-03-08T22:13:36
2095	2217	2019	"0"	"Ehrenamtlich"			"Mail Kuprecht 26.8.19"	2020-03-08T22:13:36
2096	2455	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2097	5936	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2098	6843	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2099	2451	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2100	2449	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2101	6844	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2102	5935	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2103	6574	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2104	1243	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2105	2464	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2106	6994	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2107	7286	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2108	5095	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2109	5929	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2110	2466	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2111	5928	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2112	5527	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2113	5464	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2114	2469	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2115	2452	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2116	5930	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2117	6840	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2118	5931	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2120	6842	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2121	5202	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2122	1982	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2123	2262	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2124	2458	2019	"0"	"Ehrenamtlich"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2127	2460	2019	-1	"Bezahlendes Mitglied"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2128	2457	2019	-1	"Bezahlendes Mitglied"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2129	2461	2019	-1	"Bezahlendes Mitglied"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2130	2442	2019	12000				"Mail Aebischer August 2019"	2019-09-18T16:39:37
2131	5927	2019	12000				"Mail Aebischer August 2019"	2019-09-18T16:39:37
2132	2447	2019	15600				"Mail Aebischer August 2019"	2019-09-18T16:39:37
2133	5445	2019	9600				"Mail Aebischer August 2019"	2019-09-18T16:39:37
2134	2456	2019	20657				"Mail Aebischer August 2019"	2019-09-18T16:39:37
2136	5934	2019	-1	"Bezahlendes Mitglied"			"Mail Aebischer August 2019"	2019-09-18T16:39:37
2138	757	2019	"0"	"Ehrenamtlich"	"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48
2139	5387	2019	"0"	"Ehrenamtlich"	"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48
2140	1273	2019	"0"	"Ehrenamtlich"	"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48
2141	7291	2019	"0"	"Ehrenamtlich"	"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48
2143	3971	2019	"0"	"Jährliche Investition von C. Wasserfallen:2500 Fr./Jahr"	"https://wasserfallen.news/transparenz/"		"Autorisierungsmail C. Wasserfallen 26.10.2020"	2020-11-30T14:35:48
2145	755	2019	14000		"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48
2147	7130	2019	90000		"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48
2148	753	2019	5000		"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48
2149	5653	2019	10000		"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48
2150	5652	2019	65000		"https://wasserfallen.news/transparenz/"			2020-11-30T14:35:48
2152	6824	2019	20000				"Mail Kuprecht 3.9.19"	2020-03-08T22:13:36
2154	650	2019	25000				"Mail Jans 29.08.19"	2020-04-04T19:55:18
2155	6708	2019	2000				"Mail Jans 29.08.19"	2020-04-04T19:55:18
2156	5505	2019	2500				"Mail Jans 29.08.19"	2020-04-04T19:55:18
2157	4689	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2158	4690	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2159	4691	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2160	4039	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2161	4692	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2162	4694	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2163	4693	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2164	4046	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2165	4044	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2166	4695	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2167	4041	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2168	4038	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2169	4045	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2170	4699	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2171	4043	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2172	4701	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2173	2863	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2174	4702	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2175	4040	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2176	4042	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2178	1251	2019	"0"	"Ehrenamtlich"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2181	4037	2019	"0"	"Ehrenamtlich"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2182	4035	2019	-1	"Bezahlendes Mitglied"	"https://www.balthasar-glaettli.ch/about/transparenz-finanzen/"		"Website Glättli"	2020-03-29T18:08:26
2183	5743	2019	5000				"Mail Kälin 29.08.19"	2020-11-23T09:25:38
2184	6053	2019	200				"Mail Töngi 30.07.19"	2020-04-16T09:04:14
2185	6050	2019	1000				"Mail Töngi 30.07.19"	2020-04-16T09:04:14
2186	6872	2019	3000				"Mail Töngi 30.07.19"	2020-04-16T09:04:14
2187	6062	2019	300				"Mail Töngi 30.07.19"	2020-04-16T09:04:14
2188	7316	2019	800				"Mail Töngi 30.07.19"	2020-04-16T09:04:14
2189	1789	2019	104000				"Mail Ritter 29.08.19"	2020-04-16T10:12:54
2190	6341	2019	750		"http://www.assembly.coe.int/nw/xml/Forms/View-DeclarationOfInterests.asp?revnum=2019&id=1859"			2020-03-24T08:29:07
2191	4613	2019	30000		"http://www.assembly.coe.int/nw/xml/Forms/View-DeclarationOfInterests.asp?revnum=2019&id=1859"			2020-03-24T08:29:07
2192	4293	2019	25000		"http://www.assembly.coe.int/nw/xml/Forms/View-DeclarationOfInterests.asp?revnum=2019&id=1859"			2020-03-24T08:29:07
2194	4610	2019	6000		"http://www.assembly.coe.int/nw/xml/Forms/View-DeclarationOfInterests.asp?revnum=2019&id=1859"			2020-03-24T08:29:07
2195	4621	2019	750		"http://www.assembly.coe.int/nw/xml/Forms/View-DeclarationOfInterests.asp?revnum=2019&id=1859"			2020-03-24T08:29:07
2196	3603	2019	3259				"Mail Steinemann 7.8.19"	2019-09-04T17:33:41
2197	4922	2019	1500				"Mail Steinemann 7.8.19"	2019-09-04T17:33:41
2230	4122	2019	1500	"Spesen"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2231	3322	2019	800	"400 bis 800 CHF pro Jahr (200 CHF pro Sitzung inkl. Spesen)"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04
2232	4124	2019	5252		"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2233	3324	2019	200	"50 CHF pro Sitzung inkl. Spesen"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04
2234	3327	2019	800	"400 CHF pro Sitzung"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04
2235	4711	2019	12000	"Zusätzlich 3000.- Spesen"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2236	3328	2019	10000	"inkl. Spesen"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04
2237	5506	2019	5040	"Spesen"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2238	3323	2019	30000	"inkl. Spesen"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04
2239	4712	2019	9378	"Zusätzlich 500.- Spesen"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2240	5990	2019	"0"	"Ehrenamtlich"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04
2241	2474	2019	"0"	"Ehrenamtlich"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04
2242	5000	2019	"0"	"Ehrenamtlich"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04
2243	3326	2019	"0"	"Ehrenamtlich"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04
2244	2053	2019	250	"inkl. Spesen"			"Mail Streiff 2.9.19"	2020-03-26T11:30:04
2245	4719	2019	"0"	"Ehrenamtlich"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2247	4152	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2248	4149	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2249	4148	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2250	4147	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2251	4146	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2252	4705	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2253	4706	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2254	7329	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2255	7332	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2256	4129	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2257	4130	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2258	4131	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2259	4132	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2260	4133	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2261	4134	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2262	4137	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2263	4138	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2264	4139	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2265	4140	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2266	4141	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2267	4142	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2268	4144	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2269	4150	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2270	4145	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2271	4136	2019	-1	"Bezahlendes Mitglied"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2272	4135	2019	"0"	"Ehrenamtlich"	"https://barbara-gysi.ch/wp-content/uploads/sites/121/2019/02/Mandatseink%C3%BCnfte2018-1.pdf"			2020-03-26T08:20:04
2273	7305	2019	"0"	"Ehrenamtlich"			"Autorisierungsmail de la Reussille 04.09.2019"	2020-04-13T09:19:56
2274	5260	2019	"0"	"Ehrenamtlich"			"Autorisierungsmail de la Reussille 04.09.2019"	2020-04-13T09:19:56
2275	4781	2019	"0"	"Ehrenamtlich"			"Autorisierungsmail de la Reussille 04.09.2019"	2020-04-13T09:19:56
2276	3110	2019	"0"	"Ehrenamtlich"			"Autorisierungsmail de la Reussille 04.09.2019"	2020-04-13T09:19:56
2277	3111	2019	"0"	"Ehrenamtlich"			"Autorisierungsmail de la Reussille 04.09.2019"	2020-04-13T09:19:56
2278	3112	2019	"0"	"Ehrenamtlich"			"Autorisierungsmail de la Reussille 04.09.2019"	2020-04-13T09:19:56
2279	5683	2019	65	"Sitzungsgeld pro Sitzung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2280	5684	2019	60	"Sitzungsgeld pro Sitzung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2281	5682	2019	10000	"Plus 60.- Sitzungsgeld pro Sitzung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2282	6718	2019	"0"	"Spesenentschädigung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2283	5439	2019	500	"Plus 95.- Sitzungsgeld pro Sitzung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2284	5685	2019	"0"	"Sitzungsgelder gemäss Reglementen des Kantons"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2285	5442	2019	5000	"Plus 150.- Sitzungsgeld pro Sitzung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2286	6717	2019	14000	"Plus Sitzungsgelder"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2287	5440	2019	500	"Sitzungsgeld pro Tag für die Teilnahme an der Delegiertenversammlung Lungenliga Schweiz"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2288	6721	2019	175	"Sitzungsgeld pro Sitzung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2289	5441	2019	12000				"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2290	5679	2019	3500	"Tagesentschädigung CHF 200 für ausserordentliche Sitzungen"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2291	6719	2019	40	"Sitzungsgeld pro Stunde, Entschädigung über Gemeinderatsmandat"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2292	6720	2019	100	"Sitzungsgeld pro Sitzung"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2293	5444	2019	"0"	"Ehrenamtlich"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2294	7352	2019	"0"	"Ehrenamtlich"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2295	2444	2019	"0"	"Ehrenamtlich"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2296	5680	2019	"0"	"Ehrenamtlich"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2297	2029	2019	"0"	"Ehrenamtlich"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2298	6723	2019	"0"	"Ehrenamtlich"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2299	7155	2019	"0"	"Ehrenamtlich"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2300	6066	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2301	7335	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2302	7336	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2303	7337	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2304	7338	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2305	7339	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2306	7340	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2307	7341	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2308	7342	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2309	7343	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2310	7344	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2311	7345	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2312	7346	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2313	7347	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2314	7348	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2315	7349	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2316	7350	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2317	7351	2019	-1	"Bezahlendes Mitglied"			"Mail Schneider Schüttel 09.09.2019"	2020-03-26T09:43:13
2320	4389	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09
2321	4384	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09
2324	5384	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09
2325	4876	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09
2326	4381	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09
2327	4382	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09
2328	3106	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09
2329	4387	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09
2330	4396	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09
2331	4398	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09
2332	3383	2019	"0"	"Ehrenamtlich"			"E-Mail Markwalder 10.9.19"	2020-11-05T10:50:09
