id	interessenbindung_id	jahr	verguetung	beschreibung	quelle_url	quelle_url_gueltig	quelle	freigabe_datum
538	261	2016	"0"	"Ehrenamtlich"			"E-Mail Rechsteiner (via Sina Bühler), 30.5.2017"	2020-03-08T22:28:21
539	5538	2016	"0"				"Mail Carobbio 27.5.17"	2020-06-15T10:55:11
540	5540	2016	"0"				"Mail Carobbio 27.5.17"	2020-06-15T10:55:11
542	294	2017	"0"	"Ehrenamtlich"			"Mail Ch. Lohr, 6.6.17"	2020-03-26T08:34:35
543	295	2017	"0"	"Ehrenamtlich"			"Mail Ch. Lohr, 6.6.17"	2020-03-26T08:34:35
545	5199	2017	"0"	"Ehrenamtlich"			"Mail Ch. Lohr, 6.6.17"	2020-03-26T08:34:35
546	89	2017	"0"	"Ehrenamtlich"			"Mail Ch. Lohr, 6.6.17"	2020-03-26T08:34:35
548	1717	2017	"0"	"Ehrenamtlich"			"Mail Ch. Lohr, 6.6.17"	2020-03-26T08:34:35
549	5094	2017	"0"	"Ehrenamtlich"			"Mail Ch. Lohr, 6.6.17"	2020-03-26T08:34:35
550	5100	2017	"0"	"Ehrenamtlich"			"Mail Ch. Lohr, 6.6.17"	2020-03-26T08:34:35
551	5101	2017	"0"	"Ehrenamtlich"			"Mail Ch. Lohr, 6.6.17"	2020-03-26T08:34:35
552	5102	2017	"0"	"Ehrenamtlich"			"Mail Ch. Lohr, 6.6.17"	2020-03-26T08:34:35
574	5600	2017	"0"	"Ehrenamtlich"			"Mail Ch. Lohr, Juni 2017"	2020-03-26T08:34:35
575	5599	2017	"0"	"Ehrenamtlich"			"Mail Ch. Lohr, Juni 2017"	2020-03-26T08:34:35
579	1007	2017	"0"	"Ehrenamtlich"			"Mail Nordmann Juni 2017"	2020-11-21T09:47:57
580	1019	2017	"0"	"Ehrenamtlich"			"Mail Nordmann Juni 2017"	2020-11-21T09:47:57
582	1025	2017	"0"	"Ehrenamtlich"			"Mail Nordmann Juni 2017"	2020-11-21T09:47:57
583	5476	2017	"0"	"Ehrenamtlich"			"Mail Nordmann Juni 2017"	2020-11-21T09:47:57
584	1015	2017	"0"	"Ehrenamtlich"			"Mail Nordmann Juni 2017"	2020-11-21T09:47:57
585	1013	2017	"0"	"Ehrenamtlich"			"Mail Nordmann Juni 2017"	2020-11-21T09:47:57
586	1016	2017	"0"	"Ehrenamtlich"			"Mail Nordmann Juni 2017"	2020-11-21T09:47:57
588	4655	2017	"0"	"Ehrenamtlich"			"Mail Nordmann Juni 2017"	2020-11-21T09:47:57
589	1020	2017	"0"	"Ehrenamtlich"			"Mail Nordmann Juni 2017"	2020-11-21T09:47:57
590	5475	2017	"0"	"Ehrenamtlich"			"Mail Nordmann Juni 2017"	2020-11-21T09:47:57
591	5473	2017	"0"	"Ehrenamtlich"			"Mail Nordmann Juni 2017"	2020-11-21T09:47:57
592	1021	2017	"0"	"Ehrenamtlich"			"Mail Nordmann Juni 2017"	2020-11-21T09:47:57
593	1022	2017	"0"	"Ehrenamtlich"			"Mail Nordmann Juni 2017"	2020-11-21T09:47:57
594	1030	2017	"0"	"Ehrenamtlich"			"Mail Nordmann Juni 2017"	2020-11-21T09:47:57
